gene,F516.21h,F516.29h,F516.33h,F516.37h,F516.41h,F516.45h,F516.49h,F516.53h,F516.57h
SCO5464,1.15235640505828,0.561826651456394,0.510618666841034,-0.100672128244008,-0.763139620373816,-0.188734558924296,0.806123368229453,-2.18516811754399,0.206789333500951
SCO4761,0.303762603193032,-0.674890267078775,-0.854377668820453,-0.999328320216791,-0.674890267078775,1.27514581170614,0.915853971487257,-0.77528963762993,1.48401377443832
SCO0527,-1.35398709419329,1.00167849298924,0.486163479585883,0.310021816516552,1.39665020110439,-1.05065464781701,0.667573527743355,-1.0952301912933,-0.362215584635776
SCO1480,1.80670370922162,0.439092922728855,0.425037817070744,-0.04852533182805,-1.51981796095932,0.778637507699722,-0.428526992260487,-0.405970487364812,-1.04663118430829
SCO3899,-1.29248602772312,-1.09311941965694,-0.667164519574949,-0.315509714725418,-0.137358599943821,0.215636181660114,0.316843055856846,1.44009454813259,1.53306449597471
SCO4296,-0.176341589847308,-1.12803220041722,1.36275174544813,-0.771671658022469,0.648520090107963,-1.12803220041722,1.54948520649582,0.029419874193899,-0.386099267541641
SCO4505,-0.879430749008987,-0.652225947242947,-0.061179871437296,-1.7718049570972,0.627753848141237,-0.109193542222797,1.03545027593683,0.385306103487293,1.42532483944388
SCO3096,-0.61991848307518,0.693647979797244,0.187750504186134,0.82577798886906,-0.61991848307518,-1.08064656300657,-0.216687063384177,-1.08064656300657,1.91064068269522
SCO5101,1.74681173847207,0.324403350167858,1.05808117351158,0.454729215774974,-0.01878353598835,-0.424281833132374,-0.929443460700397,-0.988581527918919,-1.22293512018645
SCO4294,-1.16376019924777,0.566579844471631,1.72719767693679,0.87960081313368,-0.834403927002126,0.316228618898098,-0.22191313246386,-1.31167376248446,0.042144067758028
SCO4165,-1.24276965886917,-1.08018517958489,-0.696010748445666,-0.398776261970615,-0.439301883656746,0.520715070309977,1.56561682333777,0.60051077851926,1.17020106036007
SCO4727,-1.75738224838788,-0.714855563067323,-0.845270324071167,-0.287426227085373,0.059342415640852,0.456907395442262,0.656507540363968,1.25118018944984,1.18099682171482
SCO4710,0.32904503999414,1.35373366227302,1.32966706238497,0.638735635934449,-1.0314100055679,-0.524462075222751,0.135229264386603,-1.2537099187827,-0.976828665399855
SCO3906,-1.27157146043355,-0.926498575678651,-1.02085003364779,-0.627575687715797,0.532389013213214,0.593881943874123,0.956032963505029,0.181238905690669,1.58295293119274
SCO4649,-1.40542386609544,-0.765216183456827,0.445987966631711,0.705094475927323,-0.201271895343521,1.87496173663893,-0.285063036506915,0.535814483819614,-0.904883681614899
SCO6531,1.1218607061427,0.352832377081295,1.08059290506847,1.45314993652198,-0.956097751160305,-0.86899741321011,-0.637570195281393,-0.956097751160305,-0.589672814002325
SCO0999,-0.273672172374715,0.311590499327243,0.172262758334535,0.378871629422071,0.967602036701002,0.726101247908339,0.710783360779725,-0.720410203558053,-2.27312915654014
SCO4701,-1.26594198835959,0.630007924481122,-0.565629264392903,-0.418804584796806,-0.489900842135231,2.26589379791188,0.156438476222104,0.013828178289295,-0.325891697219845
SCO4662,-0.776273700457333,-0.853812460584476,-0.548417577568504,-0.853812460584476,-0.179924039595647,1.23116215820744,0.052593016558905,-0.091271466141066,2.01975653016516
SCO5625,-0.379501136464769,-0.57236920207628,-0.379501136464769,-0.57236920207628,0.238604859022187,-1.01687665721407,0.054226879289517,0.193579174610815,2.43420642137365
SCO5736,1.07711923015146,-0.216082070753653,1.84287138589689,0.012591095184969,0.158824401758856,-0.135101013596938,-0.216082070753653,-1.0161268891848,-1.50801406870318
SCO6282,2.65940583333311,-0.453754967296415,-0.356474345799712,-0.326554027644579,-0.285227863116809,-0.206612416536402,-0.344786960116595,-0.412779913648928,-0.273215339173667
SCO6124,-1.68311502361398,0.045555619582853,1.16667740849134,-0.493401565509566,0.784905563531572,0.573690732876647,0.825910482706512,-1.38104252209468,0.160819304029275
SCO4711,-1.92374765492546,-1.02577354434915,0.701104897948465,-0.280772391450184,0.172686060425625,1.08423706074098,0.999334979551535,0.602992866172972,-0.330062274114799
SCO2596,1.7862859578764,0.312620120872781,-0.653242287160931,-0.392632465718626,-0.330703495318393,0.526748856481313,0.974271998725813,-0.709871766049202,-1.51347691970917
SCO4809,-0.398656858993703,-0.913922068946687,0.020116676246416,0.481228131518576,-0.398656858993703,-0.774162282745291,-0.774162282745291,0.481228131518576,2.27698741314111
SCO4660,1.02607195679033,1.60464871088099,0.809757578491263,-0.099157687414794,-0.400504334530395,0.219306033031796,-0.960441155947692,-0.82011325004577,-1.37956785125575
SCO5624,-2.01780082818233,0.344560098701324,0.12195683089997,-1.24080983558898,0.344560098701324,0.779251343359086,0.616989424222336,1.07155715241808,-0.020264284530744
SCO4762,-1.00595666628571,-1.00595666628571,-1.39788170022371,-0.105362697648015,0.875441750308021,0.875441750308021,1.25581055276757,-0.366978073248477,0.875441750308021
SCO4652,-1.52278290628002,1.45320958223406,0.350755728528013,1.01983989614299,0.350755728528013,-0.177852006070306,0.288056487493334,-1.4360959727292,-0.325886537846904
SCO3909,-1.06970949428756,-0.907335435369388,-1.16530837477059,-0.480667595914303,-0.450357087829838,1.16277791815085,0.766716008669438,1.03566398100681,1.10822008034456
SCO5373,0.536703689118873,1.07911171325278,1.07911171325278,0.355489045474707,0.355489045474707,-0.699332024355483,0.082284667950425,-2.00497783660973,-0.783880013559072
SCO5254,1.10647072490277,-0.475165634216918,1.27793636284883,-0.290904413957851,0.741727087497702,0.292010440151473,0.223580071153022,-1.36010533991895,-1.51554929846007
SCO6482,1.82913968973097,0.876632065517068,0.876632065517068,0.093363674314215,-0.60898583991896,-1.25977206939201,-0.422688247011036,-0.775335498838341,-0.60898583991896
SCO4718,-1.27931149633149,-0.253975478168429,-0.02128901506979,0.440882044933763,-0.223352492785434,1.64658549640657,0.234931011401032,0.980657979041259,-1.52512804942747
SCO5077,0.554863153983007,0.76142262423581,1.14402329883291,0.822395660364303,0.430214895323345,0.037719891708348,-0.877950480322372,-1.28842110811213,-1.58426793601322
SCO4719,-1.12080213540044,-1.02562325906286,-0.152909026417714,-0.798880845097173,-0.522049715155938,0.812679165940127,0.467828663530298,1.92526886372253,0.414488287941153
SCO5554,-1.56477410050802,-1.02579259805545,-0.687019326706431,-0.240584591673862,-0.076907077470973,0.396081063448905,0.776305138104923,0.844471483563329,1.57822000929758
