gene,F518.21h,F518.29h,F518.33h,F518.37h,F518.41h,F518.45h,F518.49h,F518.53h,F518.57h
SCO5591,10.4605616968925,10.3858528161882,10.1281074859434,9.97483360206343,9.90468144808162,9.51987209651443,9.71680803173394,9.62479139507051,9.49616360362673
SCO4720,8.94416868104031,8.81176713738817,8.77913201805473,8.58673972761876,8.47179261202871,8.39648585977546,8.48805881035389,8.58127173136195,8.57320114107742
SCO5371,12.6396188189764,12.3163959370128,12.3163959370128,12.2777988210103,12.3594015319104,12.4232116429855,12.4232116429855,12.236985497504,12.236985497504
SCO4714,11.0010554924953,11.0651019344891,11.1000293239108,11.0010554924953,11.0651019344891,10.9509227814211,11.1304883372837,11.0766018486186,11.1304883372837
SCO4702,10.8743162674825,10.846865008742,10.6366930885328,10.9884456377705,10.7920943509582,10.7516509834134,10.7591595334689,10.9509227814211,10.9934951080579
SCO4705,11.8910486695838,11.4520175361338,11.5085150371569,11.4688955196165,11.2128570645283,11.2663798796703,11.2389672700909,11.3497376628957,11.3881165718858
SCO5776,11.7707051829682,11.8685962319193,11.8229098010038,11.9827064485439,12.0095012957192,11.940695328533,12.0095012957192,11.9601994763477,11.9601994763477
SCO3375,9.22677074799798,9.05010258658722,9.12612509912242,9.16249763163033,9.23489990648461,9.11813646806885,9.29238299013803,9.18150291243924,9.15581330966462
SCO5369,10.5787049939987,10.4175302395035,10.3890564648818,10.3647146813169,10.6366930885328,10.5401614114864,10.9153308380454,10.4857901834802,10.8306005918556
SCO1600,10.4210491010053,10.4096537561463,10.4096537561463,10.2750135161808,10.1455416018088,10.1281074859434,9.91228060203084,9.75990297432931,9.71680803173394
SCO0682,6.40884392844753,8.60965073356507,8.9234067249892,9.07632274049484,9.07215940735607,9.2553118863596,9.13105381115453,9.49616360362673,9.40752979109384
SCO2180,12.3594015319104,12.4717367364603,12.5473682619658,12.6396188189764,12.6396188189764,12.6396188189764,12.7073608098552,12.757453905479,12.6396188189764
SCO1598,10.1141688929825,9.90468144808162,10.061978657422,10.0006291633613,9.81935062905919,10.0517270638033,10.0861834145257,10.217333054309,10.2700564799925
SCO4717,11.0651019344891,10.92472674415,10.9603672269309,10.8928117843375,10.8368910683217,10.8125944873605,10.8125944873605,10.8877587962235,10.8743162674825
SCO3671,12.895773013557,12.6659564012138,12.757453905479,12.757453905479,12.8092230522786,12.6659564012138,12.8092230522786,12.895773013557,12.757453905479
SCO5571,7.68400828723562,6.2569058161196,5.90891962779292,6.17966585655484,6.38201391916004,5.7915536333886,5.37669941003663,4.09198185838576,3.63833132335682
SCO1523,10.5567763883071,10.7445077837131,10.5787049939987,10.3701364235912,10.4210491010053,10.1705023535347,10.0583706172888,10.0006291633613,9.97483360206343
SCO5477,12.9697258685416,12.8092230522786,12.8092230522786,12.895773013557,12.9697258685416,13.0394067002029,12.9697258685416,13.1369532077383,13.0935785884863
SCO1998,12.3877992496567,12.45611793978,12.5119840263698,12.5119840263698,12.2777988210103,12.3877992496567,12.3877992496567,12.2777988210103,12.0373311207675
SCO4199,9.68793939185261,9.43064071700817,9.98030304207365,10.2320117924363,10.6283068030527,10.6704300419788,11.0766018486186,11.0432582178712,11.1999360787507
SCO5595,10.403847611762,10.5131496566123,10.6427757677787,10.4175302395035,9.9016278619144,10.1078273342515,9.92656450843702,10.1281074859434,10.0911444377311
SCO4164,11.5085150371569,12.0373311207675,12.1518322564031,11.6385128436072,11.9109395661827,11.6127722734678,11.7390637713113,11.2128570645283,11.4011930057844
SCO1646,6.69719926586066,7.55610578273008,7.21547367829263,7.22958792274065,7.65851300465959,7.5547849493778,8.23539731920464,7.54042513792766,8.04901354091056
SCO4277,9.56743854696276,9.61580739595995,10.0689364791957,10.0517270638033,10.5401614114864,10.2226017257459,10.296389849565,10.178128114539,10.8035463655922
SCO0199,7.12616526124165,11.2663798796703,11.4011930057844,11.8042058794425,11.6906091533989,11.6766515620053,11.0339276729725,11.0495869049275,10.9603672269309
SCO4827,10.4936586743624,11.4688955196165,11.5504694406797,11.6766515620053,11.6385128436072,11.5504694406797,11.7864030530696,11.7864030530696,11.7542579482946
SCO2950,7.95235298235446,8.21364970182487,9.08461944053802,9.22677074799798,7.33817677327459,7.69955317481222,8.89530598783326,8.35270066324817,4.09198185838576
SCO5515,12.1984907431246,12.1984907431246,12.3877992496567,12.1984907431246,11.9827064485439,11.8229098010038,11.5842020259204,11.5085150371569,11.5592926360588
SCO4707,10.3024789962334,10.2700564799925,10.296389849565,10.1889445649798,10.2626443015401,10.3890564648818,10.285164575909,10.285164575909,10.4416116588536
SCO3731,7.31547163508613,7.87889560192183,7.60836572316364,7.02252810357258,7.43095427138573,7.11964437367121,7.53064476147217,6.92665839405797,6.97841175329532
SCO7510,10.3890564648818,10.3701364235912,10.4237462291148,10.4210491010053,10.5300486266429,10.5003472892414,10.6052027228854,10.5131496566123,10.5131496566123
SCO0200,9.28915819706167,11.0010554924953,11.6127722734678,11.6906091533989,11.6492851229556,11.6385128436072,11.5994887919617,11.5592926360588,11.2663798796703
SCO2736,11.940695328533,11.9827064485439,12.2777988210103,12.1819135128874,12.1984907431246,12.216392549975,12.1819135128874,12.1518322564031,12.123050096678
SCO4703,10.7142331134888,10.7759449230539,10.6283068030527,10.6427757677787,10.6704300419788,10.6052027228854,10.7070935397683,10.7821992197449,10.92472674415
SCO5178,12.123050096678,11.8042058794425,11.6906091533989,11.6127722734678,11.5203856873909,11.5416064711442,11.4688955196165,11.6594608012298,11.5085150371569
SCO4661,13.0935785884863,12.895773013557,12.895773013557,12.8092230522786,12.895773013557,12.757453905479,12.757453905479,12.7073608098552,12.7073608098552
SCO0379,10.3192405774561,11.8910486695838,11.6282764208885,11.5592926360588,11.6766515620053,11.8685962319193,12.0533387765685,12.3594015319104,12.4717367364603
SCO5169,6.11221359285189,6.29651858906973,5.29963542026891,5.35763019735222,6.2278993474628,5.22265002245148,6.62190534551941,5.33079739531684,6.39369076418745
SCO4723,9.12612509912242,9.24156480146501,8.91790907385298,8.87462963613303,8.94873061776508,8.82286466859553,8.57708888601567,8.0791588146679,8.16880024058634
SCO5564,8.7170556527099,8.49694252175831,8.6388340935529,8.51598887390894,8.3238003792757,8.22083510208878,7.78047779705329,7.55610578273008,7.51362233392434
SCO4729,11.8042058794425,11.7542579482946,11.7864030530696,11.7707051829682,11.7542579482946,11.7542579482946,11.8229098010038,11.7390637713113,11.7390637713113
SCO0641,9.96516058500739,9.75714736356896,9.93225905103363,10.5216091634769,10.5629144227873,10.6810050703244,10.6283068030527,11.0651019344891,11.0495869049275
SCO3716,5.69914441050759,5.61559285651096,5.55673594791453,5.51064550409004,5.53390937633621,5.66804976753083,5.27152527877452,6.02559485162893,6.79565729177432
SCO5359,9.51517855192013,9.37189278115087,9.38093238632103,9.2113745960974,9.18150291243924,9.0041174464411,8.9234067249892,8.4278994418014,8.23328945405823
SCO3889,7.37026117008705,9.46113607001715,8.7976219007267,8.43224493307552,8.36347773989878,7.9380766450236,8.32088577202925,8.16480638693274,8.03274371038751
SCO2911,7.72254951135175,8.70123714161261,8.29104276112811,8.33844422426804,8.44278226612969,7.90763846582827,8.16099747718566,7.81051451131218,7.75229515098021
SCO6042,9.7823685186335,10.1319926801397,10.4732254476993,10.5401614114864,10.403847611762,10.4680628291406,10.5003472892414,10.5401614114864,10.4096537561463
SCO4252,10.4175302395035,10.2027550859101,9.89297448966168,10.1864595644045,10.1078273342515,10.2554810627612,10.4732254476993,10.3647146813169,10.4175302395035
SCO1599,9.37608920384518,9.20476131750145,8.3550818661235,8.31526028290165,9.33891214423585,9.21570555737743,9.2113745960974,7.79800009619498,7.52443288577914
SCO2161,8.99175802435909,9.23239960705858,8.85938983665005,8.85938983665005,9.03866907116748,8.86835958369303,9.22677074799798,8.91090251709431,8.96165548041763
SCO4708,11.3318468875947,11.2389672700909,11.3684294623651,11.0651019344891,11.0840864168492,11.1523771030991,11.0010554924953,11.2389672700909,11.1710002211046
SCO6662,10.4096537561463,11.0248041559236,10.9153308380454,10.3495368005476,10.1864595644045,10.3701364235912,10.1141688929825,10.0583706172888,10.0281623914863
SCO4808,11.7390637713113,12.123050096678,12.0533387765685,12.1518322564031,12.123050096678,12.0533387765685,12.1518322564031,12.0533387765685,12.0533387765685
SCO0204,9.35136625621625,10.7516509834134,10.8743162674825,10.9153308380454,11.0766018486186,10.8743162674825,11.0651019344891,10.8196735050424,10.5401614114864
SCO6551,10.0117894365781,10.8368910683217,10.846865008742,10.7215302614428,10.5842933875929,10.4813128463956,10.4175302395035,10.3701364235912,10.2902646526223
SCO2179,10.8877587962235,11.306192733974,11.4262362127301,11.4423088376202,11.5085150371569,11.5994887919617,11.8685962319193,11.940695328533,11.940695328533
SCO1839,5.68818035858693,7.53064476147217,7.93302176601725,8.1314911686165,8.38181690024349,8.19789923796874,8.21364970182487,8.18412047107235,8.27708071399746
SCO4077,9.10882353525482,8.96165548041763,8.54641433887502,8.33004044104951,8.68334556167657,8.01525396955178,8.6039806909938,7.30266430748332,8.00432660031611
SCO5389,8.00220868756748,7.73182435724885,5.9410802203054,5.55673594791453,5.23167986827264,4.17072627613155,5.16367762682597,4.98002530023873,5.45172397889812
SCO1505,10.8797100201464,10.7366386965382,10.8565949830315,10.8680885909496,10.7445077837131,10.8680885909496,10.7366386965382,11.0339276729725,10.9693873208406
SCO1947,12.45611793978,12.3594015319104,12.216392549975,12.236985497504,12.3163959370128,12.236985497504,12.1984907431246,12.123050096678,12.216392549975
SCO3907,9.60235451514131,9.59871422997437,9.52187739313902,9.54798271404534,9.63534125153936,9.59454440272504,9.62479139507051,9.69811620342734,9.60819936818798
SCO5032,10.1281074859434,9.29744874109081,8.7170556527099,7.86231362310377,7.38079292975157,7.25561612735134,7.61544572530479,7.33817677327459,6.97580339547543
SCO1421,8.16099747718566,7.6800351761664,7.43556377650646,6.94882145001046,7.4829468538255,7.12961502759747,7.27116211082681,7.15394041356061,6.7525553391435
SCO0179,7.28440514063696,10.9153308380454,11.4113326703366,11.5203856873909,11.5592926360588,11.4423088376202,11.2254036129891,11.1132567011199,10.8565949830315
SCO1491,8.57708888601567,8.16880024058634,8.0094989629944,7.75880802257831,7.6800351761664,7.30266430748332,7.12961502759747,7.56669678458304,7.59715868318373
SCO7000,12.2530428094558,12.5119840263698,12.5924505484481,12.5473682619658,12.5924505484481,12.5924505484481,12.6659564012138,12.5924505484481,12.45611793978
SCO4725,9.22406600699074,8.96420928466669,8.4740619266465,8.85064525943742,8.06316734821023,8.11592798919079,8.44681220741717,8.46440053191814,8.39648585977546
SCO5522,10.9934951080579,11.1304883372837,11.1710002211046,10.846865008742,10.7215302614428,10.5842933875929,10.5216091634769,10.3564385201672,10.1554971126956
SCO4837,12.1819135128874,11.3881165718858,11.4423088376202,11.306192733974,11.1304883372837,11.0766018486186,10.8368910683217,10.7516509834134,10.5064100721228
SCO4704,10.3408070293193,10.2412774477568,10.3564385201672,10.2373905685471,10.103306752768,10.2626443015401,10.4237462291148,10.6052027228854,10.5300486266429
SCO2113,5.37669941003663,8.33844422426804,9.65960351162301,10.1605227565048,10.4237462291148,10.4175302395035,10.3647146813169,10.2750135161808,10.2320117924363
SCO1945,10.8196735050424,11.0766018486186,11.0248041559236,11.0248041559236,10.9693873208406,11.0145188008045,10.92472674415,10.6810050703244,10.4680628291406
SCO6279,7.12314424605095,12.4232116429855,12.45611793978,12.3877992496567,12.3877992496567,12.5119840263698,12.5473682619658,12.5473682619658,12.5924505484481
SCO4677,4.9238358637084,7.67099451013783,8.16880024058634,8.49464228047523,8.28096662111477,8.43224493307552,8.0094989629944,8.33004044104951,8.53006814040949
SCO5514,11.8488528527174,11.6594608012298,11.5592926360588,11.6594608012298,11.7707051829682,11.7390637713113,11.6492851229556,11.6766515620053,11.6385128436072
SCO4716,9.17139644539652,9.68378416413059,9.71680803173394,9.61580739595995,9.61877294253651,9.5018858266737,9.53997731262379,9.46113607001715,9.42561455666294
SCO2618,10.2027550859101,10.332333737054,10.9406007207662,10.8743162674825,10.8928117843375,10.7759449230539,10.7920943509582,10.8928117843375,10.9043017758644
SCO4366,11.6127722734678,11.6127722734678,11.5416064711442,11.6492851229556,11.6594608012298,11.5842020259204,11.6766515620053,11.3197448684715,11.2797388922826
SCO5777,11.2389672700909,10.8797100201464,11.0145188008045,11.0145188008045,10.7591595334689,10.92472674415,10.5956739719294,10.8306005918556,10.8125944873605
SCO4706,8.3851529790585,8.94873061776508,8.24497688658255,8.86458167919769,8.1352133412416,8.3484134215984,8.31051180209479,8.11054420927131,7.89680330129761
SCO2548,7.82429406050302,7.44376318541391,7.74447508084335,7.62350761269234,7.74447508084335,7.82825639519015,7.57889679317239,7.42830433437008,7.54462963204277
SCO5725,6.10750189509035,8.11274067033529,5.72950745327532,5.92842296555573,6.39369076418745,6.49122957486248,6.0738916237977,5.54843662469604,6.3636383467722
SCO4855,9.92216480476082,9.98030304207365,9.69506005427954,9.91696920248412,10.1319926801397,10.2412774477568,10.217333054309,10.0911444377311,10.1319926801397
SCO5074,5.31409225547326,5.7325707094695,4.99463000547535,5.10008993599524,4.98002530023873,5.25776496857139,8.80014852525909,9.84463254257714,10.4305675445133
SCO4295,8.1314911686165,7.85556757640988,7.61544572530479,7.00628555500322,7.67099451013783,7.61152487770476,8.08842313960014,8.04494656091668,7.82825639519015
SCO5370,10.4416116588536,10.103306752768,9.96708212625773,9.99540600016122,10.4499269999337,10.3647146813169,10.5629144227873,10.5567763883071,10.6509539929332
SCO5285,10.6704300419788,10.7215302614428,10.5064100721228,10.4936586743624,10.285164575909,10.3495368005476,10.2513627399486,10.3192405774561,10.1864595644045
SCO1922,10.5300486266429,10.4305675445133,10.403847611762,10.2226017257459,10.1889445649798,9.95274609983571,10.1864595644045,9.98467162426554,9.88289604219809
SCO5396,10.9153308380454,11.2254036129891,11.3318468875947,11.3497376628957,11.2917245408167,10.7920943509582,11.1999360787507,10.6618493402125,10.6283068030527
SCO2620,12.0373311207675,11.940695328533,12.0095012957192,12.106007419541,12.1518322564031,12.0095012957192,12.0820207517275,11.9827064485439,11.9109395661827
SCO2627,7.78417677441829,8.03963802433785,8.72802252843145,9.08134140297936,9.22406600699074,9.28915819706167,9.2553118863596,9.13793039449332,8.53828810516895
SCO2368,9.75990297432931,10.0861834145257,9.94360230683797,10.0689364791957,10.4543804122294,10.5131496566123,10.8035463655922,10.8680885909496,10.9509227814211
SCO3890,10.1605227565048,10.9509227814211,10.8368910683217,10.5567763883071,10.5064100721228,10.4732254476993,10.3774503569976,10.403847611762,10.332333737054
SCO4253,12.7073608098552,12.3358388008625,12.4717367364603,12.3358388008625,12.3358388008625,12.5473682619658,12.45611793978,12.45611793978,12.3877992496567
SCO2612,9.44764577217848,9.61877294253651,9.4812141639295,9.31000427276131,9.2475240719122,9.18604819190491,9.2475240719122,9.25973018863569,9.31000427276131
SCO6493,6.84511364661797,7.34854129001141,7.66296501272243,7.8723157648131,7.9380766450236,7.81990231294896,7.72977178341926,7.68400828723562,7.56669678458304
SCO0596,7.03946743827853,8.77355684082932,8.82734270423412,8.95511709194879,9.22677074799798,9.2475240719122,9.5549447919141,9.21570555737743,9.30429807768464
SCO5999,12.757453905479,12.757453905479,12.9697258685416,13.0935785884863,13.0935785884863,13.1369532077383,13.0935785884863,13.0935785884863,13.1369532077383
SCO1965,9.4812141639295,9.52786141287121,9.79482558265852,9.88289604219809,10.149780985188,10.403847611762,10.2750135161808,10.4096537561463,10.2750135161808
SCO1936,11.1425722762618,11.3497376628957,11.3197448684715,11.3318468875947,11.3684294623651,11.3318468875947,11.4262362127301,11.6282764208885,11.4944778371025
SCO4709,9.96708212625773,7.95848827200219,8.77355684082932,8.8453297425892,9.32578265121524,8.48258390096587,9.01274557306203,9.81935062905919,9.66621611111641
SCO2198,12.5924505484481,12.236985497504,11.9827064485439,12.0373311207675,11.8229098010038,11.6594608012298,11.5504694406797,11.4944778371025,11.3812334943988
SCO1773,6.3554979281425,6.64191526141424,7.35978859771174,8.28096662111477,9.63220357717692,10.9693873208406,11.3197448684715,11.6492851229556,11.7864030530696
SCO4637,8.66209074676798,8.38181690024349,8.74457599017031,8.69771282269473,8.47980271475763,8.68334556167657,8.06316734821023,8.47980271475763,8.49694252175831
SCO3409,9.88858936674814,9.88858936674814,9.77493710379403,9.88858936674814,9.97483360206343,9.91228060203084,10.1235150342099,9.96708212625773,9.99540600016122
SCO5281,13.5826766062063,13.5826766062063,13.5826766062063,13.5826766062063,13.5826766062063,13.5826766062063,13.5826766062063,13.5826766062063,13.5826766062063
SCO5249,8.43590172171691,9.18604819190491,9.97483360206343,10.4305675445133,10.6509539929332,10.9153308380454,10.7276699649296,10.8234291645529,10.8928117843375
SCO5841,8.68654721558765,7.76822109023713,7.57889679317239,7.4829468538255,7.53064476147217,7.01662260069989,7.10217985961858,7.05420935599746,6.56689969765655
SCO0168,7.39645256002495,10.061978657422,10.5263851231513,10.6976076163534,10.3408070293193,10.3024789962334,9.7823685186335,9.90468144808162,9.41368903895679
SCO3571,9.31000427276131,9.80136167531958,9.67953288006584,10.0911444377311,10.1626291006659,9.89297448966168,9.74368811972042,9.78955719158992,9.86376985641728
SCO4648,10.2750135161808,10.2373905685471,10.2320117924363,10.0784562489096,9.94360230683797,9.92656450843702,9.90468144808162,9.76767870466598,9.75714736356896
SCO0681,11.3497376628957,11.2128570645283,11.0010554924953,10.4499269999337,10.1388448955389,10.0987997364533,9.90980809923064,10.2027550859101,10.3774503569976
SCO3373,12.1518322564031,12.5924505484481,12.4232116429855,12.4232116429855,12.4717367364603,12.2530428094558,12.4717367364603,12.216392549975,12.5119840263698
SCO3023,11.2663798796703,11.4262362127301,11.7390637713113,11.9109395661827,12.0373311207675,12.123050096678,11.9827064485439,12.0820207517275,12.0820207517275
SCO1867,10.7215302614428,10.1864595644045,10.1388448955389,9.7823685186335,9.33237228005635,9.18150291243924,8.5623569192841,8.49694252175831,8.00220868756748
SCO4293,11.6594608012298,11.3812334943988,11.4944778371025,11.5416064711442,11.4688955196165,11.306192733974,11.0432582178712,10.9153308380454,10.7920943509582
SCO1476,11.5994887919617,11.2535179210443,11.1999360787507,11.2797388922826,11.306192733974,11.3497376628957,11.2917245408167,11.4011930057844,11.4262362127301
SCO1081,10.2226017257459,10.3288780919505,10.332333737054,10.149780985188,10.6171204992425,10.4936586743624,10.8928117843375,10.6171204992425,10.6618493402125
SCO1496,10.7276699649296,10.5064100721228,10.7759449230539,10.6052027228854,10.4096537561463,10.3593274010789,10.4416116588536,10.2226017257459,10.2412774477568
SCO4856,12.0820207517275,12.0095012957192,11.9109395661827,12.0820207517275,11.8910486695838,12.0373311207675,11.9601994763477,12.0373311207675,12.2530428094558
SCO4824,10.0281623914863,9.99540600016122,10.1141688929825,9.86783298785725,9.65128295045486,9.75990297432931,9.54798271404534,9.48719467305487,9.37189278115087
SCO3877,10.6976076163534,10.3774503569976,10.3495368005476,10.217333054309,10.0987997364533,9.89757154310512,9.66999719903256,9.61877294253651,9.51987209651443
SCO3659,9.29238299013803,9.16827375173517,8.96989171593007,9.19442855881476,9.14657433252543,9.21742730665264,9.4812141639295,9.5018858266737,9.15026912713334
SCO2900,6.79882817809111,7.43095427138573,7.78417677441829,7.96684828055535,8.18859983448805,8.16880024058634,8.22461807883935,8.24130525868174,8.28096662111477
SCO0888,8.66477910476436,9.86376985641728,9.95274609983571,9.48719467305487,9.20476131750145,8.76146258486444,8.88196365446307,8.73426929398646,9.65128295045486
SCO5355,10.4732254476993,10.149780985188,10.0281623914863,9.66999719903256,9.51987209651443,9.31858046765657,9.16249763163033,8.8453297425892,8.95511709194879
SCO4297,7.1989088121163,9.12612509912242,8.28096662111477,7.31547163508613,6.87129607381079,6.60176253616022,6.64191526141424,6.61304045580008,7.26476576942141
SCO3615,11.5203856873909,11.4011930057844,11.1523771030991,11.0766018486186,11.0916315230953,10.9406007207662,10.9603672269309,10.5300486266429,10.7821992197449
