gene,X21,X29,X33,X37,X41,X45,X49,X53,X57
SCO0018,0.599530658559401,0.098095627025734,0.098095627025734,0.112188721769411,0.098095627025734,0.111487378113088,0.098095627025734,0.098095627025734,0.098095627025734
SCO0019,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734
SCO0020,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734,0.42357687507538,0.098095627025734,0.109231020992277,0.109231020992277,0.098095627025734
SCO0021,3.03646233358192,3.01471797637936,2.78880291623342,2.79120135761627,2.63451915852944,2.6624794368251,2.6156420984554,2.59987049844655,2.73919060747242
SCO0022,2.3911802123733,2.46073993158956,2.5430271878514,2.35211583436916,2.5584946575507,2.40421916441157,2.50342180419857,2.54598935133059,2.59743535929577
SCO0025,2.05929424646849,1.89660885388552,1.86791302559979,2.04118304085791,1.71871570208006,1.77707718246632,1.80960411998565,1.60484540106268,1.52103541553951
SCO0026,3.29888334148592,3.21450813293742,3.07542936731738,3.06433407773784,2.91334328852195,3.00818304892292,2.97316866790818,2.92194709221332,3.03020786113313
SCO0027,2.55549252063616,2.24480211365749,2.21332146519025,2.26010900559656,2.2097661672936,2.36282286919214,2.2947878660012,2.14830106879347,2.23967457086072
SCO0028,1.44467071079991,0.411199494683126,1.73665599470223,1.42345874592541,1.64899047658023,1.19725858659025,1.60484540106268,1.92701520732973,1.63783070792115
SCO0029,2.82136230230339,2.67855627563564,2.3730415202818,2.25056122904652,2.39612776140084,2.3183991529382,2.39036392632197,2.21666827451082,2.40647889289111
SCO0030,1.18719243775246,2.18839106487439,1.97670032706729,2.32166335220738,2.35686727909915,2.33469651287911,2.33332662443584,2.35491282908377,2.27077664964468
SCO0031,3.05161467981121,3.01395598700126,2.83915622599374,3.08117847307761,2.96713738234286,3.0013326691665,3.00068845205093,2.98730036634476,3.00796074460954
SCO0032,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734
SCO0033,2.86844322703729,2.81576691313749,3.05448120705666,3.66744424979268,3.63164715592246,3.60666687276684,3.61583061089347,3.5919916192685,3.60235726514951
SCO0034,1.96262815832683,2.3139013015067,2.38686001852687,2.51398627010359,2.44353720517396,2.32018633684699,2.45363626251993,2.43997113942759,2.51120903996843
SCO0035,2.16199230688929,2.00480942479001,2.15141842089705,1.94777194799028,2.01581990600791,2.01082016904488,1.82154512275507,2.01581990600791,2.14104926440485
SCO0036,2.63640388024046,2.67987169264786,2.18604227257893,2.29862978324252,2.19818772562299,2.17607322098866,2.32496491325765,2.26010900559656,2.24443740662536
SCO0037,3.27973803266947,3.28838913870972,3.1886153657537,3.1349524888753,3.08380057324825,3.12800673601652,3.14214357996153,3.10054479526684,3.17361410475343
SCO0038,2.89009774096811,3.01681754113859,2.7189507501134,2.84408358043316,2.60511873755847,2.72033719183164,2.72834618959557,2.6285158153458,2.80020085046683
SCO0039,2.60212576896684,2.7175637408823,2.65951153761834,2.64013748600599,2.66258386462595,2.60948209187511,2.65739247296307,2.55919008700708,2.6055508219223
SCO0040,2.4286494016428,2.53539828195582,2.86302426165918,2.7243797593352,2.92116467018114,2.81555391219818,2.80864620650815,2.77837649139845,2.79850576319905
SCO0041,2.19784010867016,2.09391053249367,2.47519731607296,2.4406884118991,2.51252621942125,2.38470653548771,2.51545766542169,2.53019683890765,2.47831407852371
SCO0042,2.3895576493017,2.47691559389589,2.70667402875266,2.68367218032129,2.81316966539854,2.63229809193892,2.77007668627556,2.71861262400628,2.73129707849316
SCO0043,2.86880113480394,2.87708218924481,2.78445238473821,2.86781764963412,2.8233327201845,2.80075957596595,2.7903837165431,2.82621237885375,2.92618465080638
SCO0044,2.66896545037482,2.53835278323664,2.55205417109911,2.49805476681004,2.67321254809552,2.53311092687754,2.5809159103529,2.56853204636397,2.67924241952987
SCO0045,0.42357687507538,1.74406610505572,1.07104014549041,1.67997404793763,1.49968316966376,0.921372984227228,1.33752591520328,1.44076426207261,1.84175026453469
SCO0046,2.44295419497651,2.48009625087928,2.60511873755847,2.52097183866444,2.58416282023074,2.57607320653363,2.37499924583281,2.6387095852467,2.60817861609913
SCO0047,3.20790409158016,3.20186031736426,3.19347669100013,3.0606456053589,3.15698501831591,3.18321126027011,3.16908017274941,3.16721102239102,3.16346481250514
SCO0048,2.76789375138067,2.595841663494,2.26058039295692,2.35101663229033,2.3183991529382,2.27593538579282,2.1222984454521,2.19158011241666,2.21332146519025
SCO0049,2.77069910332539,2.73721475047516,2.43180555858147,2.5430271878514,2.18728986286726,2.43589951206481,2.25373311956747,2.2925213311788,2.42762256177899
SCO0050,3.02998640472863,3.007863670094,2.69821008552437,2.90745376291101,2.66706709307174,2.72353605457371,2.68317800458455,2.71108185125941,2.87428471920986
SCO0051,2.83277995431909,2.74443759234691,2.70852765500488,2.70931599346668,2.70420702113779,2.74297447584484,2.63533708962056,2.59505758242477,2.65332678974498
SCO0053,3.10158573904745,3.09786847881215,2.96149829196354,2.9594131480673,2.8940597794384,2.89751454854876,2.86040443644998,2.84053772798795,2.92627487291156
SCO0055,3.45201320306356,3.45747799693701,3.46076333790614,3.38592438287384,3.33470032443029,3.32252989988448,3.33329779784184,3.31016459208489,3.33227263849267
SCO0056,1.82319018412299,0.411199494683126,0.562543295838132,0.234908722583782,0.513511624942569,0.6087334254684,0.975535165609019,0.857395331364385,1.07898798157013
SCO0057,2.52386945380582,2.77822813110175,2.24516672851657,2.20910338102845,1.69884171452981,2.02289026442701,1.75055791864763,1.39626532055396,2.29347492788394
SCO0058,3.37147802336401,3.29600965866982,3.1410238808391,3.0741949712082,2.98587413553783,3.03388252970733,2.98652245990222,2.98478153389157,3.03659147123251
SCO0059,3.01192855893715,2.95973824376674,2.8653972873932,2.86178079986517,2.86844322703729,2.83260984635921,2.82280521305754,2.83960752647834,2.81049295196769
SCO0060,2.29862978324252,2.09883713014387,1.33752591520328,1.58323100385565,1.62161942632437,1.54848959096193,1.71203117916237,1.99068891764319,2.01352975925555
SCO0061,3.10693335653002,3.05067344684153,3.05920536058209,2.95913395935391,3.00021923969895,2.97959422960719,2.94096876923035,2.96497152643862,2.99318970080386
SCO0062,3.33163075915124,3.25525326454372,3.24735037739684,3.11233913553467,3.10967985714396,3.12455414325214,3.1183856775126,3.10158573904745,3.11102927566135
SCO0063,2.95229745975837,2.94069670597026,2.84141860443045,2.79581540392651,2.83915622599374,2.83787352458696,2.81458414085085,2.81392596572114,2.7520548872185
SCO0064,2.85762097387552,2.81948295462762,2.96531901094383,2.87244840391728,3.04456471988433,2.954803541324,2.97156668355288,2.98965832533871,2.97565025719811
SCO0065,2.80595409113552,2.84375281001057,2.87735784234346,2.91259734289809,2.95756984154091,2.91456474809286,2.86531546271486,2.89985975378586,2.92228115344603
SCO0066,2.50450713142915,2.6296167478781,2.70070688531587,2.59987049844655,2.72694327818702,2.60174731454347,2.69856292935507,2.7447071473196,2.66163852079909
SCO0067,2.72795000376949,2.63419577066906,2.65193339110959,2.32293992342225,2.60459382160725,2.64285170164477,2.59401701407345,2.57641535332946,2.73747004543446
SCO0068,2.24516672851657,2.49094746480566,2.78833670833126,2.69800808147241,2.82841477770833,2.74059756242485,2.78411500123346,2.7688369720355,2.80356159133246
SCO0069,2.73030617562082,2.85873899727454,3.16073721913041,3.07122476848105,3.26819907909903,3.13502218525624,3.16565104612664,3.18678981832312,3.08551650749632
SCO0070,2.53495402300006,2.56915919458743,2.56307034701828,2.5699968042987,2.57736186195564,2.56588236660032,2.58457604843968,2.57880765787336,2.58275062555893
SCO0071,2.90353390544439,2.76799024091676,2.31232313690639,2.30413429991521,2.17292714550204,2.36947329537227,2.37841150279263,2.33036785934895,2.38852396272476
SCO0072,3.40336636526388,3.25085713124384,3.30117999792669,3.22206264403736,3.3317374735641,3.34714875338237,3.38108473816368,3.39679225678193,3.34448587459687
SCO0073,2.96592727348412,2.64603707649392,2.10182183975913,1.86495031330039,2.34034065784961,2.09391053249367,2.02501865334167,2.18949142698051,2.29106325109209
SCO0074,2.32555672612299,0.234908722583782,0.965948741984768,0.785720277220066,1.30159535042325,1.07104014549041,1.26029202843008,1.359215121529,1.59668442469642
SCO0075,3.14709554393561,3.15036923727603,3.04500993585234,3.18687249721618,3.07264673517343,3.0738847951188,3.06580250817716,3.04539323169792,3.08825186594462
SCO0076,2.89446989726321,2.85257034436058,2.83199054042551,2.78512139320474,2.86315272879549,2.76135684405409,2.78121728531956,2.78071707520621,2.72287605344884
SCO0079,2.79581540392651,2.78814482808435,2.7780277272809,3.03072413328471,2.88985476888298,2.90848920808249,2.8504809306768,2.84577336506989,2.9616457901234
SCO0080,3.18917048995978,3.17585271227919,2.90242694616116,2.82449797778221,2.6387095852467,2.75337292426606,2.71663592450576,2.67645089907798,2.81904035855731
SCO0081,2.71441190950685,2.95199260679282,2.88389861315145,2.79359561428702,2.82348216561672,2.79676883144087,2.79148859327423,2.79525166039502,2.78571604146539
SCO0083,2.84278223840312,2.75766074603071,2.85555746881395,2.8093071453917,2.81910422151392,2.7710905410742,2.77787225708104,2.75182101421819,2.72180765925552
SCO0084,2.95921104957291,2.99653564117651,2.75429622235923,2.80719832572102,2.60713006575202,2.57487040083697,2.59714144466755,2.65490492611868,2.75337292426606
SCO0085,2.40830829031039,2.47591423434427,2.45750278124741,2.46021273766006,2.55919008700708,2.5430271878514,2.52470521297328,2.31339655160091,2.58804565298245
SCO0086,2.91650109146124,2.91534748649182,2.88632037695472,2.86130927872053,2.9214923628526,2.86983386535971,2.84420303894496,2.85193374342487,2.89343519847493
SCO0087,3.09273906276779,3.04351912248585,2.91032702921542,2.9833458847432,2.9441540144095,2.90970151864191,2.90970151864191,2.88346468838733,2.93306410885551
SCO0088,3.1664567636963,3.14520004189558,3.07091864299757,3.1043056183532,3.00917309930084,3.00496701189231,2.9805894175669,2.98758782576969,3.01751895712342
SCO0089,3.24126072480041,3.25101747238456,3.16050380891547,3.16822045301769,3.1311571091833,3.14621886625679,3.13158729568656,3.13933991507362,3.16040139458121
SCO0090,2.01915703357239,1.52103541553951,1.93284609663195,2.02289026442701,2.04996335239579,2.01581990600791,1.87502852362723,2.10182183975913,2.14738290550192
SCO0091,1.82319018412299,0.098095627025734,0.229438575968002,0.426572056349501,0.234463132185199,0.234463132185199,0.222800179612469,0.42357687507538,0.098095627025734
SCO0092,2.28578329381598,2.28578329381598,2.16199230688929,1.90916387358507,2.01352975925555,2.16669224144334,2.21768364217422,2.08692515040669,2.25373311956747
SCO0095,2.80094898603606,2.68395166069898,2.625021633552,2.64603707649392,2.73779900264838,2.64953140015953,2.6404955215935,2.64668128478991,2.60048294167218
SCO0096,3.45149976679298,3.43879628070837,3.36779608555533,3.30109060166997,3.2584276490448,3.26687253564334,3.28597524168954,3.26869730566077,3.28873664226852
SCO0097,3.41139152803013,3.42222468503952,3.290492320184,3.25230720861777,3.15060061216116,3.22482434384376,3.28016009894152,3.24602267631988,3.30235884134655
SCO0098,0.098095627025734,0.098095627025734,0.098095627025734,0.112188721769411,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734,0.098095627025734
SCO0099,3.13751908644991,3.16790602095951,3.01618964306852,3.09747586169178,2.99966260680638,3.01618964306852,3.00496701189231,3.0102926702157,3.05319339536701
SCO0101,3.19635520173853,3.22363008411807,3.13404259868999,3.20143962905385,3.0484551511,3.09671044046469,3.1122633154234,3.08976676197863,3.15205996725959
SCO0102,3.19228206836649,3.04881093511312,2.82449797778221,2.76419291282674,2.70229541779342,2.68495590028373,2.626243677369,2.71006601021018,2.69765949208463
SCO0103,3.27473987204077,3.14091922439212,3.11446237106714,3.01864833948442,2.98217989222344,2.99678006287573,2.99556285541157,2.97658654375369,2.99267155744589
SCO0104,3.04827004863274,2.92481375706424,2.76380967254032,2.56803058770385,2.66381504838658,2.67844352296997,2.59256444494201,2.59840608172627,2.66381504838658
SCO0105,2.90075365653505,2.81964047875302,2.56406287867003,2.62319457945194,2.59202381354999,2.53674515861347,2.45490595001794,2.51398627010359,2.57918163778635
SCO0106,2.99886054806859,3.07179606678923,2.79239592833295,2.90006992121553,2.69153701620204,2.70309547628971,2.65553429447378,2.65415616690569,2.77024608257312
SCO0107,3.18215932395169,3.19002872621998,3.13746614155977,3.25606216760424,2.96066320733985,2.99042728357275,3.02880398810039,3.01240705429753,3.14286756280162
SCO0108,2.49347146979634,2.0574318440393,1.359215121529,1.14071551038951,1.50813640116853,1.62959469559878,1.68635081949409,1.71871570208006,1.13335473637518
SCO0109,2.82988224156654,2.83738054658231,2.6514404801275,2.56470660779581,2.59714144466755,2.63165280250654,2.58845136146579,2.55629281006309,2.58683699285235
SCO0110,3.10149415981567,3.14275386932199,3.03297172602742,3.06769176099349,3.02767736035771,3.07623298299118,3.04892403292151,3.04332420709493,3.13954163071939
SCO0111,2.65264739139514,2.64498034187956,2.62575275719031,2.67742501718275,2.67506123578903,2.59592175914944,2.6255108817385,2.62702940015402,2.58457604843968
SCO0112,1.32529212535994,0.098095627025734,1.32529212535994,1.07104014549041,1.08689227264138,1.62161942632437,1.23103768904095,1.4679671409543,1.49968316966376
SCO0113,1.93020060643289,1.79501404643167,2.23229424978089,2.10645909008555,2.20604165724745,1.83672181627003,2.18949142698051,2.17404957473509,2.13891632750436
SCO0114,3.10724930444231,3.09737129663055,2.98798037794772,2.95269625464916,2.93319477408713,2.96558559700101,2.9631657428049,2.90985593967255,2.94523283072873
SCO0116,3.11026965391727,3.12657517965952,2.91593950916362,3.01014605402849,2.87735784234346,3.00651400260585,2.98927164071119,2.99341213633679,3.07610137071954
SCO0117,2.6989546801552,2.83830661195054,2.63533708962056,2.61252484646156,2.68849508956003,2.73129707849316,2.78047979899752,2.76007653712161,2.81555391219818
SCO0118,3.3966845520454,3.38753076887776,3.39371624702496,3.45271239339308,3.39248036539678,3.36372905035229,3.33773522205662,3.34403537944203,3.33257838583698
SCO0119,2.79964101461782,3.09839833252878,3.00733184517313,2.82250018510541,2.75678822854113,2.80864620650815,2.71243690286987,2.76721411642265,2.83528377208781
SCO0120,2.72267519821613,2.93029995133846,2.86266846588097,2.74222163408178,2.83573831282759,2.83131873645391,2.82691856271217,2.84679315151359,2.86983386535971
SCO0121,2.88038574692403,3.07293949404834,2.94278324701836,2.86596744989183,2.78384835898544,2.86781764963412,2.8115826145053,2.76842290957221,2.88232110623842
SCO0122,2.73214355361887,2.981359714043,3.09633380864611,2.97658654375369,3.07179606678923,2.92083239772602,2.93070998363931,2.92006825821969,2.8893305018442
SCO0123,2.72267519821613,2.81825851896141,2.9186142600079,2.82489296688316,2.96000492677527,2.84901819409549,2.86561834393895,2.86810576619893,2.79737646930836
SCO0124,2.6371374901958,3.01660160224695,3.05181260546807,3.09365384600954,3.1160865030774,3.00125260849003,3.0115553864815,2.99571478105148,2.91137622909572
SCO0125,2.7053989269328,2.88232110623842,3.09315140618227,3.04216706465605,3.14385766377738,3.02490529140061,3.02912782889499,3.01814777601603,2.9140628180079
SCO0126,2.93029995133846,3.07191580843983,3.39757606021335,3.34155931159052,3.45980875789569,3.29940739209421,3.32797482981506,3.33677776992507,3.17099971662911
SCO0127,2.97291224301609,3.1311571091833,3.43415066094827,3.36943382456202,3.47249700478791,3.32645046401708,3.34029468678787,3.35000945966295,3.23532394539665
SCO0128,2.25709138160812,1.83476374858136,1.88028379288047,1.89976415732517,2.17607322098866,1.66660154866799,2.20910338102845,2.03222121985006,1.82785000298951
SCO0129,2.40122358232832,2.63056363362227,2.50945448528907,2.46986242920003,2.52308836949322,2.41560163036079,2.39960109596183,2.38348657391476,2.30768677180815
SCO0130,2.88801106371557,2.88265057464822,2.81512948567381,2.69427595806821,2.75541910664945,2.69057530648554,2.6165875000269,2.67824081202757,2.67987169264786
SCO0131,2.75960223570156,2.68849508956003,2.67321254809552,3.75190943309608,3.62293217293855,3.58028780840906,3.55582540182475,3.55857468401111,3.55698436660314
SCO0132,3.17869166427605,3.29806369669143,3.42812042081305,3.49027458469008,3.55857468401111,3.57059626882165,3.56789722677275,3.53390131936181,3.53826989005108
SCO0133,2.74349070516599,2.62113961414941,2.49314947191808,2.34034065784961,2.46550798341771,2.24781761920491,2.29631010919308,2.38686001852687,2.4392441965425
SCO0134,2.79485570396007,2.84856675345922,2.24781761920491,2.48239809830858,2.4286494016428,2.48983421464785,2.37054345708618,2.44733788791049,2.30593726497153
SCO0135,2.84190533929798,2.90627841082254,2.76485794497323,2.9507341628256,2.8672881327274,2.93128823080127,2.86630926402018,2.87507629559006,2.96497152643862
SCO0136,3.04351912248585,3.0102926702157,3.09510538654274,3.10950158892029,3.14974491926445,3.18182853104169,3.1298723855066,3.13234048736136,3.16105977891837
SCO0137,3.02459843499482,3.01240705429753,2.92194709221332,3.1165953604766,2.97449704975553,3.10134792205951,3.05694268520816,3.05308533773197,3.12534691395679
SCO0138,2.87040977549049,2.81440110032461,2.72694327818702,2.72709835874373,2.78649301488791,2.71861262400628,2.71212625050344,2.71640481582078,2.79094772487058
SCO0139,2.47914561352611,2.51912759322507,2.30413429991521,2.09612950647973,2.23768139422338,2.34034065784961,2.38686001852687,2.25373311956747,2.31566096770595
SCO0140,2.88599013010719,2.8178263408635,2.76911558810033,2.71071544278016,2.75766074603071,2.76770853874564,2.71441190950685,2.62673371495756,2.69885827777658
SCO0141,2.97074604707468,3.12848415894496,3.18251562023186,3.49054796645115,3.52731394509178,3.54136313633741,3.49182760850836,3.36145648818104,3.32981381856197
SCO0142,3.13985284450367,3.14545622738204,3.20552508835637,3.22013173901457,3.23634650762665,3.19118853614289,3.16983778109513,3.17520390550838,3.12183894413521
SCO0143,2.92017369592574,2.84940601766661,2.68849508956003,2.74564231383687,2.72661887337434,2.74102100043047,2.67565425457024,2.71243690286987,2.73047256610508
SCO0144,2.92670689054981,2.90439188072994,2.58416282023074,2.65837499439386,2.58931066884842,2.69128703568257,2.65889543983607,2.61979993636113,2.69396901732338
SCO0145,3.2300633247348,3.18565185791666,3.1137937859717,3.0881032980406,3.06674829253959,3.09481049512951,3.06872707035618,3.06291991444109,3.09407271406529
SCO0146,0.897718834342637,1.71203117916237,1.93020060643289,1.87502852362723,1.51390200976356,1.35076952298448,1.52906860814351,1.37403988123461,1.50813640116853
SCO0147,3.09374093165917,3.02583769360156,2.8388257695488,2.8115826145053,2.77858905002688,2.88523547635382,2.86810576619893,2.86013102661566,2.96757140620438
SCO0148,2.89985975378586,2.82086894597074,2.50342180419857,2.4130185299168,2.49094746480566,2.55001831432536,2.48103637628268,2.52097183866444,2.61019674912334
SCO0149,2.01217560027547,2.44665869749645,2.34340980651856,2.55173163953273,2.60413127761829,2.55501512604244,2.57405769585129,2.5737514701335,2.63291525703512
SCO0150,2.93590126522392,2.90084304194005,2.6682123977328,2.64777776721674,2.73498920696548,2.75482879021311,2.73030617562082,2.77748417657596,2.83934146926214
SCO0151,2.83597814309951,2.72100545837084,2.47467707488841,2.14508188798778,2.40787693250599,2.3714094558647,2.39612776140084,2.45363626251993,2.47236965737137
SCO0152,2.88346468838733,2.858339159971,3.0013326691665,2.93685008936187,3.06081978387305,2.98395188201313,2.97074604707468,2.99456494893066,2.87820812324441
SCO0153,2.86499808290495,2.91746242846214,2.56356242573913,2.73721475047516,2.67824081202757,2.72219986540329,2.6387095852467,2.63451915852944,2.72535478201356
SCO0154,2.78252135208965,2.81179986890524,2.70309547628971,2.58722906472077,2.74272244629065,2.66536044824707,2.6624794368251,2.62603448132494,2.68428596208127
SCO0155,3.09200398483073,3.1629065660573,2.96864748059316,2.90242694616116,2.89858847910877,2.95449539071979,2.98648301757104,2.98530707196816,3.07220685158667
SCO0156,1.55907420305512,2.03127461986743,2.30056739892667,2.01581990600791,2.14738290550192,2.22878193843108,2.19818772562299,2.3328864000283,2.33469651287911
SCO0157,2.59130305438491,2.32670481294208,2.40873951917975,2.07759383885324,2.09612950647973,2.38852396272476,2.23628581810454,2.25258180997213,2.31232313690639
SCO0158,2.35730477412465,2.66282032453586,2.85744032696198,2.73386934069338,2.87379834686819,2.82975224398185,2.85335681804811,2.8388257695488,2.80295167002622
SCO0159,2.57509850558069,2.62300840938863,2.70420702113779,2.66258386462595,2.7565403433054,2.73685170582551,2.73333934997138,2.73452598540454,2.72923573984001
SCO0160,2.8541932605953,2.91008917395925,2.86799997143632,2.85242246398461,2.8909280378756,2.88820636648761,2.84053772798795,2.81209189568705,2.82015669881491
SCO0161,2.31603479453335,2.4068903034609,2.52097183866444,2.33385547436454,2.45363626251993,2.29862978324252,2.32293992342225,2.19818772562299,2.32614829631829
SCO0162,3.45780384281135,3.60873927597966,3.6253984523181,3.56684748368032,3.53049955985393,3.4715439707762,3.44047123052477,3.29591014032928,3.25968028348213
SCO0163,3.08077048477292,3.12918730324807,3.18066061812037,3.17585271227919,3.21809049259775,3.14330378591825,3.15879777751849,3.06883233797728,3.03752308794184
SCO0164,2.96788823877896,3.0746495271108,3.2717641931935,3.18678981832312,3.28613439714119,3.1685781712497,3.173242514071,3.16796727685956,3.0741949712082
SCO0165,3.16346481250514,3.20102802243703,3.00696653080904,2.99966260680638,2.84649329651264,2.88652626315822,2.84649329651264,2.74222163408178,2.80265121755467
SCO0166,3.05564792093644,3.08898263806635,2.95216860622805,3.10472700304735,2.95286221203124,3.02097926929325,3.03007857264496,3.00311940205049,3.12681612601255
SCO0167,3.6104663865761,3.73483309184746,3.74711733620861,3.67795688989424,3.62957451399971,3.57720017508515,3.54136313633741,3.43470384383266,3.43061882324766
SCO0168,3.59436741434735,3.71378603901276,3.70857869356052,3.63908682470364,3.59619081697335,3.53491819625256,3.50464948762758,3.39711486541798,3.40257420053908
SCO0169,3.62903940822864,3.74570160070538,3.73527623704224,3.64596475783138,3.6129831316689,3.57332603340794,3.54547246668014,3.44263174922381,3.44352171736834
SCO0170,3.49387468707841,3.59896869932165,3.59372133573086,3.48386346701862,3.44424857669448,3.43915929434998,3.41305222732623,3.2472235841129,3.27639028053731
SCO0171,3.5347873572926,3.62957451399971,3.61650731266432,3.51578564746421,3.50111058667882,3.47278711549092,3.43970774795855,3.29251176980674,3.25986564345774
SCO0172,3.23277042845088,3.33677776992507,3.25096555904735,3.26292588203953,3.11117463520378,3.11430304778295,3.07635544439518,2.87470365233446,2.92017369592574
SCO0173,3.43753201063658,3.52004798765258,3.47839035565656,3.3595963758509,3.28597524168954,3.27553018740876,3.27337783178391,3.09385074752704,3.11966791035008
SCO0174,3.57629821934433,3.66744424979268,3.66038233939942,3.56348416179947,3.50203161605641,3.46376470709391,3.42583271901232,3.27352384136746,3.22438593934213
SCO0175,3.05915002226175,3.00021923969895,2.72390638273296,2.38470653548771,2.3879457054269,2.46828679496164,2.34228017707191,2.06475601812251,2.43764203185282
SCO0176,2.54069204436683,2.75262797196057,2.42141249538229,2.42762256177899,2.15766263989607,2.39753254115905,2.27929576023813,2.30865494592577,2.29018387555312
SCO0177,3.4480003859578,3.59250548420191,3.57802096309058,3.46328765034752,3.40163706847862,3.35394717849336,3.31807806548818,3.10801434209094,3.08692228520516
SCO0178,3.30330593649902,3.31262398374478,3.23041839426781,3.10827853767969,2.99653564117651,3.00571577333431,2.99494077087322,2.7908282045067,2.85716072865133
SCO0179,3.72630109318252,3.8548638881335,3.83843034293189,3.74050735401438,3.74089418129255,3.70987264321224,3.66787287969704,3.54286639864354,3.53237228838234
SCO0180,3.40273548990787,3.50566701077034,3.49167701628816,3.42064510922138,3.39186678442625,3.38965005943844,3.38574009187547,3.20207795301146,3.17786440679429
SCO0181,3.56789722677275,3.70755191966943,3.70655353949408,3.61995211690469,3.59301910490356,3.54246235910784,3.50876430289295,3.36632936578659,3.33138157194347
SCO0182,2.69684488811934,2.28056501741285,2.13387826076988,1.94987737041499,1.75055791864763,1.95409969989542,1.51390200976356,1.87502852362723,1.87227578000924
SCO0183,2.69267282465547,2.57487040083697,2.85324236364184,2.82417145808812,2.8989853594184,2.83673097094624,2.89639166983475,2.8956995696151,2.82126146752228
SCO0184,2.73755221126309,2.74685526181903,2.98303165332349,2.90650305423013,3.0343150637717,2.98049325242809,2.96771968616224,2.98668465395984,2.93017272888487
SCO0185,3.57426849404425,3.290492320184,3.20102802243703,3.31927989862917,3.35354648601296,3.24592100102848,3.11992474406282,3.05513648262269,2.9434247575991
SCO0186,3.61568850416209,3.36597560361141,3.33424018549287,3.37815502928074,3.42383896073975,3.31276057366799,3.18261794866555,3.15076352052656,3.06280127546708
SCO0187,3.51298533157939,3.22977864096613,3.11430304778295,3.24243227395219,3.27973803266947,3.18599889855387,3.0652044589979,3.02757423739129,2.94667552581768
SCO0188,3.60377952753712,3.35557670154513,3.25718224019983,3.33611323061484,3.3697486178522,3.24420075997887,3.13954163071939,3.09882472231293,2.97737791049093
SCO0189,3.32590197581266,3.1410238808391,3.12862669661997,3.14357604869866,3.23688419312028,3.11651374209276,3.07551291318635,3.09338540190409,2.95194890320939
