gene,F517_21h,F517_29h,F517_33h,F517_37h,F517_41h,F517_45h,F517_49h,F517_53h,F517_57h
SCO1973,7.38801728534513,7.62976135988894,7.83464661372534,7.81982427401982,7.65979773364375,7.64545829437123,7.73621399475307,7.50161606526957,7.74670092076892
SCO1974,9.68902730930863,9.75117208666448,9.99561013993561,9.59266466410026,9.5810959440253,9.63803360081416,9.55778277603037,9.5357073859191,9.61614037972165
SCO1975,6.89481776330794,6.51657552574091,5.82442843541655,6.44386446303027,6.41878963413995,6.40182764206123,6.2521397647305,5.9095597823845,6.36729339909628
SCO1976,7.60403836699125,7.83920378809694,7.35657423769425,7.84130225398094,7.9055541480457,7.69928324910851,7.6669143583064,7.60568527931723,7.90421646131019
SCO1977,9.04165915163721,9.31313497642936,9.48269593319585,9.15129848046846,9.1160551044859,9.08480838780436,9.04409048996853,9.11994979925776,9.23774109561271
SCO1978,6.89481776330794,6.93598350712884,4.41503749927884,5.60815212809305,6.08746284125034,6.5331133875441,6.45029482406517,6.02974734339405,5.69735373826735
SCO1979,9.88501841513101,9.76441088658372,9.02020832042249,8.57280547507686,8.78626962764847,8.85763548080647,8.83710226545166,8.70313454621916,8.6204234953096
SCO1980,9.95621480001419,9.75840830614283,9.10299632542469,8.96385940773759,8.77222291895254,9.09539702279256,9.24238020351296,9.1372758076985,9.17963268517821
SCO1981,9.1963972128035,8.9712241969952,8.28231623898851,8.39541512576614,8.24845471792264,8.67908907225251,8.76781661863478,8.55074678538324,8.39541512576614
SCO1982,6.18211842435312,7.1682542484578,5.92018741822198,7.17103776280939,7.07324898203064,6.92547202135024,7.06189617721509,6.31187443022344,6.68805599368526
SCO1983,6.02236781302845,6.06608919045777,5.87446911791614,6.06129617926887,5.92283213947754,5.99246632731459,6.04439411935845,5.88806672131686,5.81591693556103
SCO1984,6.86762195251987,6.01618923809933,7.7279204545632,6.3279268355088,5.85244281158614,6.11316335158169,6.06608919045777,6.31187443022344,6.44662384233668
SCO1985,7.99435343685886,6.04196329310369,6.83429546487588,6.97090476933069,6.60486205815886,6.43370134354388,6.20945336562895,6.72489276186563,6.27094416616856
SCO1986,7.25056161138346,6.04196329310369,6.2521397647305,6.6558288314408,6.24158598656976,6.50426726670337,5.82866542830302,5.88806672131686,6.3037807481771
SCO1987,7.29920801838728,6.06608919045777,5.72489276186563,5.80161855250846,5.65979773364375,5.73696559416621,5.58161905764679,5.14748761232256,5.11547721741994
SCO1988,8.23734276280242,6.98868468677217,5.94381716460688,7.21593739919915,6.467605550083,6.7279204545632,6.23308702213268,6.2521397647305,7.01433049396304
SCO1989,8.98615807484637,8.95887488940307,9.3388601606222,8.94397991434374,8.74109240635467,8.80574387215162,8.81627258576396,8.8890813937588,9.03143318258835
SCO1990,7.20620038783386,6.79369361600166,5.60321420527738,6.89212113627818,6.60486205815886,7.06129617926887,6.8510549374619,6.95871381141029,6.98742193392053
SCO1991,9.36157830317195,9.48672331030504,9.14875902051921,10.0437867966634,9.68941565252521,9.30935002880789,9.31036031949406,9.34651373316563,9.41139328904885
SCO1992,8.20348395878638,9.93122997715821,9.37032414480331,8.85365610718072,8.85970732660182,8.77295599571673,8.68162885698747,8.76413439345848,8.97791589223002
SCO1993,9.77698127301409,11.8553876184794,11.1974897498045,10.4906280666949,10.6117420717485,10.3888544275982,10.3606642215087,10.3476213685681,10.4341648600269
SCO1994,5.41315776606062,6.20945336562895,5.00998408857262,5.88264304936184,5.83007499855769,5.76671293756026,5.45578384162215,5.27301849440642,5.66612535361576
SCO1995,7.94251450533924,8.67281817928935,6.8538293518571,8.00406437272422,7.93827272109352,7.95031287589965,8.19201877229293,7.82230526352358,8.23840473932508
SCO1996,9.22708106713008,10.1677665808149,9.26912667914942,9.72858191619497,9.71300457171132,9.67104956837957,9.78572490608606,9.91189127666689,10.2559465233366
SCO1997,9.18583902110493,11.5206186805563,9.86392812890811,11.1612018810455,11.166267712957,11.2727593664235,11.3731672521585,11.6019255093088,11.9858814580224
SCO1998,15.9995523170342,15.7167569546203,15.4952478093601,14.9430133185505,15.2853901770866,15.4952478093601,15.6198601507976,15.2853901770866,14.9430133185505
SCO1999,8.39422448854342,8.20728552894624,7.8538293518571,7.49629900136087,7.45897615058588,7.55458885167764,7.69193733861684,7.38370429247405,7.35657423769425
SCO2000,8.53700263817509,8.33390073655344,8.65025396097288,8.22024395475787,8.27844945822048,8.091876105753,8.04257138375164,8.35265652981252,8.08539868856582
SCO2001,10.5032736370205,10.2021238238305,10.2174192281216,11.3454052467178,11.0431792181996,10.7736887001717,10.7716728668238,11.0431792181996,10.932542860917
SCO2002,5.30580842952409,5.72489276186563,4.25633975325979,5.24792751344359,4.62449086490779,4.74893823583228,4.61143471208235,3.95935801550265,4.17880315278877
SCO2003,11.4476572504248,11.748612176737,11.7400618094703,11.8261070666587,11.5146044809762,11.6354662135991,11.5291051464441,11.7213840529673,11.6998134124916
SCO2004,10.1036520793497,10.2483229348633,10.5327888095591,10.0828882405507,10.1086696482482,10.2092502692619,10.1205258979141,10.3989217914435,10.2513509038482
SCO2005,9.29359937182887,9.4093909361377,8.83077926756893,8.51285017762472,8.71558072834994,8.79062001176935,8.78899015464904,8.63097489847799,8.63662462054365
SCO2006,6.97090476933069,6.70659194512269,5.61470984411521,6.50250034052918,6.67713234464902,6.68805599368526,6.45029482406517,6.16992500144231,6.41315776606062
SCO2007,6.62611460738746,6.13841402869709,4.70043971814109,6.06129617926887,6.28334563256831,6.2426448453629,6.18982455888002,5.41503749927884,5.83710226545166
SCO2008,12.7829299754188,11.7970309969962,12.2400625142425,12.4374053123073,12.8435721528494,12.6876429864381,12.5491696457257,12.8156501403608,12.5511741872649
SCO2009,9.07235594886013,7.40844768991849,7.55117418726487,8.39040783277013,8.42066204847272,8.22239242133645,8.3668078883931,8.79260956206896,8.6398431272681
SCO2010,8.48917896203135,6.67556504950206,8.59887961501349,8.31288295528435,8.09451759878429,8.2941101507476,8.15143943059713,9.15002930924463,8.67438845976098
SCO2011,9.41925796559704,7.95096084134548,8.14890021895739,8.41409793881523,9.0115378798277,8.81449345735883,8.84514153178798,9.22708106713008,9.0796329272824
SCO2012,9.41925796559704,7.96096726836431,7.5213823287488,8.22694731706825,8.84269953742275,8.86074213480463,8.71976907793977,9.08451314682494,8.85140203118206
SCO2013,11.9514870990651,11.8596210590716,11.7988317774096,11.4215973451284,11.2545037625954,11.3000347230815,11.3121266275916,11.1799781829505,11.1227920527795
tRNA_4,2.78427130894456,0.736965594166206,0,0,1.15200309344505,0,0,0,1
SCO2014,11.1770734268533,10.8026958606164,10.6579634734268,12.7902127200786,11.9548021538598,12.0970810885529,11.9902221739474,12.1653257668705,12.2247386489488
SCO2015,6.51919940347095,6.76376565350992,7.79369361600166,10.3908854672856,8.91604531075164,8.74968323716094,8.76781661863478,9.12670447284319,9.04348303941602
SCO2016,5.11547721741994,6.48291997155967,7.71348198494606,6.89212113627818,6.48471102708566,6.45760888303048,6.32992088564089,6.83850362062827,6.66770293172909
