gene,ds1_33h,ds1_41h,ds1_45h,ds1_49h,ds1_53h,ds1_57h,ds1_61h,ds1_65h,ds2_33h,ds2_41h,ds2_45h,ds2_49h,ds2_53h,ds2_57h,ds2_61h,ds2_65h,ds1_cluster,ds2_cluster,highlighted,profile_selected,ds1_var,ds2_var,ds1_median,ds2_median
SCO4622,-0.7787135380000001,-1.6238988897,1.8535355591,0.8383944003,0.4845205849,0.047161878000000004,-0.2620859698,-0.5589140248000001,,,,,,,,,ds1_2,,True,False,58.9908952959,,11.9372787051,
SCO4623,1.7973555923000002,-1.6865039781000002,0.7115953105,-0.4578910577,-0.7317276623000001,-0.2468844187,0.7676121357,-0.1535559216,,,,,,,,,ds1_2,,True,False,67.3748103187,,4.1097622661,
SCO4625,0.046362032500000004,-2.3661961347,0.12132049980000001,0.5796411885,1.1093055307,-0.5248169838,0.5775956754,0.4567881916,,,,,,,,,ds1_2,,True,False,44.4233687405,,32.0435002529,
SCO4626,-1.1841910176,0.034070862800000004,0.13704909070000001,-0.20474792930000002,1.4738198238,0.9150273210000001,0.6062814825,-1.777309634,,,,,,,,,ds1_2,,True,False,42.8426909459,,14.3272635306,
SCO4631,-1.3571426223,-1.1796876444,-1.2631910729,0.7595770226,0.9831241086,1.0234079825,0.3661120417,0.6678001841,,,,,,,,,ds1_2,,True,False,25.4046535154,,80.6019221042,
SCO4632,0.7196193167,-1.6868884407,-1.2420522964,-0.025560738000000003,1.5092249785,0.8950299742000001,-0.0882854857,-0.0810873085,,,,,,,,,ds1_2,,True,False,15.440060698,,81.6262013151,
SCO4641,-0.8111624713000001,-2.0139943055,0.1105906219,-0.19184906340000002,0.6406398567,0.0937184981,1.5649271379,0.6071297257,,,,,,,,,ds1_2,,True,False,74.4309559939,,40.263024785,
SCO4643,-1.8218141169000002,-0.1078432738,-0.21604049700000003,-0.1598913046,-0.7905052538,0.317512832,1.4639687084,1.3146129058,,,,,,,,,ds1_2,,True,False,8.6494688923,,78.54071826,
SCO4667,-0.6243532542,-1.7988018277000002,1.5776898028000002,1.1254915574,0.31309078100000004,-0.0293580228,0.14289029150000002,-0.7066493282,,,,,,,,,ds1_2,,True,False,48.7986848761,,44.2210419828,
SCO4685,0.3781135445,-1.8088147810000001,1.1831309324000001,-0.53052844,-0.3237266955,-0.7080863671000001,1.4793618382,0.3305499685,,,,,,,,,ds1_2,,True,False,26.6312594841,,34.7622660597,
SCO4773,-0.8324758649,-1.8421299208000002,1.3880841643,0.330368892,0.4701339182,-0.807118328,0.9373023915,0.3558347477,,,,,,,,,ds1_2,,True,False,23.6342943854,,34.951947395,
SCO4781,-0.1566433251,-2.3110749731,0.27409177700000004,-0.18032522,0.0860829932,0.1417560014,1.3863827556000001,0.7597299911000001,,,,,,,,,ds1_2,,True,False,56.6135558928,,43.095599393,
SCO4783,0.1391618795,-1.5955580589,1.1332951077,-0.81658847,0.9186779877000001,-1.1655293107,1.0932568804,0.29328398440000003,,,,,,,,,ds1_2,,True,False,61.9878603945,,8.8391502276,
SCO4786,0.0816222245,-0.9346493034000001,1.2926902969,-1.1352334165,0.1613065628,-1.3611235559,1.4401577741,0.4552294176,,,,,,,,,ds1_2,,True,False,6.9170460293,,14.6307536672,
SCO4790,0.0749542788,-1.2906498735,-1.683861137,-0.45929065890000004,1.2411565537,1.0971042742,0.6034669823000001,0.4171195802,,,,,,,,,ds1_2,,True,False,24.3045017704,,78.8189175518,
SCO4799,-1.3197681406,-1.4744490141,-0.1275695255,-0.45462258380000004,0.1648162486,0.6580551924,1.5420779233,1.0114598998,,,,,,,,,ds1_2,,True,False,72.2559433485,,26.947395043,
SCO4803,-0.1284330915,-1.3504636030000001,-0.5982518995,-0.6153291430000001,-0.9413878304000001,0.9465726248,1.4666002170999999,1.2206927255,,,,,,,,,ds1_2,,True,False,40.756196257,,59.3576125443,
SCO4804,0.8686303609,-2.1524664699000002,1.1465001952,-0.3219916987,-0.5961003643,0.7132431220000001,0.5396242494,-0.1974393945,,,,,,,,,ds1_2,,True,False,20.7005563986,,70.8396560445,
SCO4810,0.054392134,-1.4242005963,0.8848931505000001,1.2201146723,0.1234566334,-1.5792223211,1.0415268278,-0.3209605005,,,,,,,,,ds1_2,,True,False,10.6474456247,,27.3141122914,
SCO4815,-1.1932902199,-0.2535685475,-1.1673669244,-0.39217255570000004,-0.5778896894000001,1.3996774686,0.6948749665,1.4897355017,,,,,,,,,ds1_2,,True,False,58.6874051593,,28.8442083966,
SCO4816,-1.1768920516999999,-1.292819441,-0.5370836107,-0.7370936949,0.3025177442,0.9332504643,1.2095113853,1.2986092044,,,,,,,,,ds1_2,,True,False,93.8669701568,,56.4871016692,
SCO4818,-1.3357284376,-0.8071063263,-0.7969011651,-0.7678136298,0.10776468310000001,1.1806479418,1.2734634584,1.1456734755,,,,,,,,,ds1_2,,True,False,96.4972180071,,69.0187152251,
SCO4820,-0.8409146534,-1.9531490706999999,-0.8007495612000001,0.6347794972,1.0441623347,0.8131547396000001,0.7442815235,0.3584351904,,,,,,,,,ds1_2,,True,False,68.8796155792,,72.4962063733,
SCO4821,-0.4317593107,-1.174451616,-1.2602173573,-0.8341115471,1.5630993582000001,0.9832710928,0.7697012963000001,0.3844680838,,,,,,,,,ds1_2,,True,False,55.7283763278,,72.0915528579,
SCO4831,-0.8205171453000001,-1.7332739701,0.3001460654,-1.0245579915,0.3671593969,0.5958974052,1.2377461347,1.0774001048,,,,,,,,,ds1_2,,True,False,82.2205361659,,58.7379868488,
SCO4842,0.0436157209,-1.840953443,1.4617528395,0.9126754063,0.1916478235,-0.1937648303,0.5490894061,-1.124062923,,,,,,,,,ds1_2,,True,False,56.1203844208,,30.2352048558,
SCO4844,-1.8633383743,-1.0414476635,1.2362224215,0.9081160859,0.5883075344,0.4135640432,0.400897221,-0.6423212683,,,,,,,,,ds1_2,,True,False,70.2579666161,,22.9008598887,
SCO4845,-0.5154941302,-1.9734163693000002,1.0093509678,-0.17488516810000002,-0.4984381517,-0.009408283600000001,1.4007068714,0.7615842636,,,,,,,,,ds1_2,,True,False,15.971168437,,11.6337885685,
SCO4846,-0.6265812261,-1.4279799927,-0.4431908933,-1.2769175373000001,1.1198273103,0.6924773264,1.1841064682,0.7782585445,,,,,,,,,ds1_2,,True,False,73.7101669196,,36.684370258,
SCO4868,-0.8436740053,-1.0659212161,-1.1630793563,-0.5251169059,1.1859951526999999,1.4927163843,0.9424396005000001,-0.0233596539,,,,,,,,,ds1_2,,True,False,80.9307030855,,39.4410723318,
SCO4870,-0.69937942,-1.6448430952000002,1.3984156242,0.4402420561,-0.5120800985,-0.0009904786000000001,1.4775491436000001,-0.45891373160000004,,,,,,,,,ds1_2,,True,False,41.8689934244,,45.3717754173,
SCO4872,-1.2411676124,-1.227731038,-1.381157638,0.9052857033,0.9372194777,0.6925830875,0.6227082902000001,0.6922597297,,,,,,,,,ds1_2,,True,False,98.6090035407,,81.8791097623,
SCO4873,-1.2822616187,-1.2930163948,-1.2901454914000001,0.9110800365,0.8017121271000001,0.7009039170000001,0.6975209079,0.7542065164,,,,,,,,,ds1_2,,True,False,99.6838644411,,91.6160849772,
SCO4874,-1.2353536693,-1.5685598792,-0.9671232892,1.1855663234,0.6675597232,0.6390562797,0.6186557582000001,0.6601987531,,,,,,,,,ds1_2,,True,False,99.7218007081,,94.68892261,
SCO4875,-1.2374553255,-1.2845546259,-1.2884632945,1.2051515601,0.721976864,0.647526208,0.5868353538000001,0.6489832602000001,,,,,,,,,ds1_2,,True,False,99.645928174,,87.8098128477,
SCO4876,-1.3043567436,-1.0270287195,-1.4095097658,1.3413206612,0.7103192570000001,0.577743248,0.5246404530000001,0.5868716097000001,,,,,,,,,ds1_2,,True,False,99.3297926151,,81.6894284269,
SCO4877,-1.2258434663,-1.3816266706,-1.0958837692,1.4480604305,0.45627602970000003,0.5698719352,0.5811503667,0.647995144,,,,,,,,,ds1_2,,True,False,99.8356095094,,92.7541729894,
SCO4878,-1.2227348387,-1.3473476788,-1.1345445731,1.4589328845,0.472398276,0.5569318179,0.5882673751,0.6280967371,,,,,,,,,ds1_2,,True,False,99.7976732423,,86.3429438543,
SCO4879,-1.2633187366,-1.3400377754,-1.1451724837,1.3712301743,0.5464323673,0.6200241870000001,0.5889211348,0.6219211322,,,,,,,,,ds1_2,,True,False,99.9494183106,,96.2316641376,
SCO4880,-1.2573672315,-1.4381433359,-0.9600328585000001,1.5078922152,0.5005524778,0.5577018069,0.5306904521,0.5587064739000001,,,,,,,,,ds1_2,,True,False,99.7344461305,,87.6454223571,
SCO4881,-1.2761802488,-1.2735325815,-1.238944222,1.281066838,0.6120244167000001,0.6325050611,0.6084440407,0.6546166956,,,,,,,,,ds1_2,,True,False,99.9620637329,,95.5614567527,
SCO4882,-1.215039439,-1.3502687884,-1.060476939,1.5935702957,0.4545568627,0.5203235873000001,0.5242445798,0.5330898408,,,,,,,,,ds1_2,,True,False,99.6206373293,,82.2331815883,
SCO4887,-1.8466721437,-1.0409545698,-0.631696296,1.220219659,0.2151218272,0.8763364762,0.7972043356,0.4104407115,,,,,,,,,ds1_2,,True,False,71.3201820941,,45.5993930197,
SCO4888,-1.7827401948000001,-1.60445512,0.2053994468,0.8701395219,0.3306780468,0.5676408150000001,0.8012836397,0.6120538447,,,,,,,,,ds1_2,,True,False,68.6899342438,,47.4203338392,
SCO4889,-1.0346329341,-0.6113394464,-1.507499806,1.5571313062,0.4588815396,1.2015600464,0.28592129720000004,-0.350022003,,,,,,,,,ds1_2,,True,False,48.4446130501,,25.0,
SCO4890,-1.6163788982,-1.3111085481,-0.3476068006,1.5423062186,0.3786147623,0.787640454,0.6329579388000001,-0.0664251268,,,,,,,,,ds1_2,,True,False,68.3737986849,,56.0698027314,
SCO4892,-0.5830791396,-1.4604118582,-0.4840165756,0.9455416512,1.5542471626,0.8666129448000001,0.24399879670000002,-1.082892982,,,,,,,,,ds1_2,,True,False,76.9347496206,,54.6535154274,
SCO4894,-1.9974165981,0.5945263429000001,-1.0732102537000001,0.6001140729000001,0.21313761320000002,1.4351506238,0.0303625076,0.1973356915,,,,,,,,,ds1_2,,True,False,40.1997976732,,59.597875569,
SCO4896,-0.7603438094,-1.4744983088999999,-1.2110250678,1.7265360967,0.6031939621,0.4896412432,0.3270929969,0.2994028872,,,,,,,,,ds1_2,,True,False,97.6479514416,,83.497723824,
SCO4900,-0.9621684629,-1.192031987,-1.3350494253,-0.37086137950000003,1.0102170704,0.8894619332,0.9743811250000001,0.9860511261,,,,,,,,,ds1_2,,True,False,91.5275670207,,70.3211937279,
SCO4916,-1.1597181013,-1.8896597087,0.7258885474,1.3560513970999999,-0.2823333323,0.19691362410000002,0.6776056943000001,0.3752518795,,,,,,,,,ds1_2,,True,False,80.2604957006,,46.8007081437,
SCO4932,-0.15143968060000002,-1.7718099542,1.7826648995,1.0055766006,-0.5374504323,-0.47353224780000003,0.322930049,-0.1769392341,,,,,,,,,ds1_2,,True,False,40.3262518968,,45.7384926657,
SCO4936,0.6307731066000001,-1.10127592,0.5878834661,0.3749875268,-1.5931519274000001,-0.990437121,0.7314505187,1.3597703501,,,,,,,,,ds1_2,,True,False,34.6484572585,,15.3009610521,
SCO4937,-0.9422641883,-0.5491386361,-0.15216087450000002,-1.0737356789999999,-0.519737883,0.2087673445,0.9076685113,2.1206014053,,,,,,,,,ds1_2,,True,False,23.5331310066,,11.3808801214,
SCO4938,0.8075477459,-2.0763972459,0.38096122390000003,-0.5037860893,0.5643021848,-0.8603136469,1.1220433672,0.5656424603,,,,,,,,,ds1_2,,True,False,25.9104704097,,27.1750126454,
SCO4945,-1.6921203328,-0.9000242558,-1.1821109373,0.9182138899000001,0.8664258316000001,0.7643770964000001,0.5951395146,0.6300991934,,,,,,,,,ds1_2,,True,False,78.0222559433,,55.8168942843,
SCO4946,-0.5824295223,-2.2010875636,0.5247600846,0.9166109295,-0.3881527339,0.1808308687,1.1726365036,0.3768314333,,,,,,,,,ds1_2,,True,False,62.3798684876,,23.8113302984,
SCO4949,-1.4602806903,-1.1038624007,-0.7376162980000001,-0.5747251894000001,1.0422685954,1.0138288903,0.9526425288,0.8677445638,,,,,,,,,ds1_2,,True,False,95.4223571067,,35.3186646434,
SCO4950,-1.2782358404,-1.4276449592,-0.4871470491,-0.6185764218,1.1815812464,0.8885491298,0.8160811618,0.9253927324000001,,,,,,,,,ds1_2,,True,False,97.2685887709,,34.0794132524,
SCO4969,-0.4268182184,-2.3204369323,0.4558160753,-0.0506789501,0.6215222722,0.6895201007,1.1596556713,-0.1285800187,,,,,,,,,ds1_2,,True,False,28.6798179059,,74.4056651492,
SCO4971,-0.2579626021,-1.8410873665,-0.5409958380000001,0.1328988079,1.4420194722000002,1.138376366,0.6174055528,-0.6906543923,,,,,,,,,ds1_2,,True,False,42.0207384927,,54.4511886697,
SCO4972,-0.8387478821000001,-1.7856172453,-0.2982464329,-0.6888016027,1.2368926922,0.9561162001,0.9267767238,0.49162754700000005,,,,,,,,,ds1_2,,True,False,70.1820940819,,63.846737481,
SCO4974,-1.0818801388,-1.2399381728,-1.2007474152,0.4817561503,1.5391313209000002,1.0764337432,0.22139936670000002,0.2038451456,,,,,,,,,ds1_2,,True,False,63.1891755185,,22.6353060192,
SCO4981,0.1539750586,-2.4486837854,0.1616768748,-0.28758782120000004,0.1143172058,0.7909067702,0.9633422399,0.5520534573,,,,,,,,,ds1_2,,True,False,44.9291856348,,57.5872534143,
SCO4985,-1.6193526835,-1.6350700267,0.6207159488,-0.0366545198,0.058775363500000004,0.7178354261000001,0.8933806359,1.0003698557,,,,,,,,,ds1_2,,True,False,43.9934243804,,21.1178553364,
SCO4993,-0.5434016284000001,-0.8704783701000001,-1.0553691464,-1.2480820666,1.7073300373,0.5754748545,0.7312122093,0.7033141104,,,,,,,,,ds1_2,,True,False,36.3429438543,,88.6064744562,
SCO4995,-0.0066179111,-1.0630680817,0.6376694756,-1.1277679998,-1.3867381825,0.5208997961,1.0467439704000001,1.3788789329,,,,,,,,,ds1_2,,True,False,9.4461305008,,38.3662114315,
SCO4999,-0.1036755522,-0.27563068890000003,0.8213290034,-0.08011029600000001,-2.4112149176,0.6445829061,0.612312258,0.7924072872,,,,,,,,,ds1_2,,True,False,8.9150227618,,10.6727364694,
SCO5002,-0.7345687784,-1.2667754344,0.1668747821,-0.8100702351,-0.7548081248,0.599043674,1.8015169349,0.9987871817,,,,,,,,,ds1_2,,True,False,48.9504299444,,12.0890237734,
SCO5003,0.1097208568,-2.2783597371,0.9568842316,-0.7581609098000001,0.5041787609,0.1837177859,0.9547514566,0.32726755500000004,,,,,,,,,ds1_2,,True,False,59.9898836621,,40.8320687911,
SCO5007,-0.9756504755000001,-1.0869519785,-1.2696386981,1.7868672733,0.8694801186000001,0.5379830212,0.1274078127,0.0105029263,,,,,,,,,ds1_2,,True,False,75.0505816894,,70.4855842185,
SCO5009,-1.3731891079,-1.1584824791,-0.9178441173,1.7507423837,0.7092299996,0.47710067700000003,0.2936534065,0.2187892375,,,,,,,,,ds1_2,,True,False,87.1143146181,,62.0131512393,
SCO5010,-1.2701544846,-1.0454941144,-0.8927147125,1.8962319879,0.8244209664000001,0.4623895134,0.0727427303,-0.0474218865,,,,,,,,,ds1_2,,True,False,83.9529590288,,53.2372281234,
SCO5011,-1.5094904368000002,-0.9020695933,-0.9925288845,1.5523459495,1.1390243918,0.39401206650000004,0.09076555730000001,0.2279409494,,,,,,,,,ds1_2,,True,False,82.258472433,,54.5397066262,
SCO5012,-1.5870807067000001,-0.3843973745,-1.2019936641,1.3428787464,1.2134189016,0.7720938944,-0.028536956000000002,-0.126382841,,,,,,,,,ds1_2,,True,False,91.9701568032,,55.0581689428,
SCO5013,-1.3484726070000002,-0.9230788556,-0.9020663941,1.4754748957000001,1.4037297867,0.5718417124,-0.1009415803,-0.17648695790000002,,,,,,,,,ds1_2,,True,False,87.7086494689,,73.9757207891,
SCO5016,0.0988904002,-1.9426281077,1.5597994184,-0.3793915693,-0.6528475329,-0.1975853366,0.6374747661,0.8762879616,,,,,,,,,ds1_2,,True,False,45.2959028832,,23.760748609,
SCO5017,0.2886946295,-1.1907029302,-1.4168624845,-0.98115745,0.9181249342000001,1.5123276116,0.3334380496,0.5361376397000001,,,,,,,,,ds1_2,,True,False,27.655538695,,44.4360141629,
SCO5021,-2.3073354249999998,0.4498112778,0.22807043540000002,0.2040647167,0.7823101224,1.227342384,-0.5056196221,-0.0786438892,,,,,,,,,ds1_2,,True,False,6.2089023773,,72.875569044,
SCO5027,-0.7759838447,-1.6932255178000002,1.2974728596,1.3252350917,-0.3258341369,0.19731227110000002,0.6751672985,-0.7001440215,,,,,,,,,ds1_2,,True,False,29.7546788063,,36.3555892767,
SCO5033,-0.5807648502,-1.5000896361,0.2036237103,0.4883564422,-1.3300566836,0.163096278,1.4659224995,1.0899122398,,,,,,,,,ds1_2,,True,False,21.0040465352,,46.6868993424,
SCO5034,-2.2700524826,-0.7581188873,-0.0687624139,0.1808196297,0.7558957517,0.9128608050000001,0.785001063,0.4623565345,,,,,,,,,ds1_2,,True,False,92.5518462317,,91.2240768842,
SCO5035,-2.4153256233000002,-0.4739826257,-0.0803601208,0.3700725803,0.7384858975,0.8307537337,0.6412753576,0.3890808006,,,,,,,,,ds1_2,,True,False,94.8406676783,,75.3161355589,
SCO5036,-2.5139430564,-0.14315099280000002,-0.0643946526,0.454167794,0.7652528513,0.7368903865,0.5005194171,0.2646582528,,,,,,,,,ds1_2,,True,False,95.5993930197,,72.3191704603,
SCO5043,-0.1744394968,-2.1589534631,1.0441053452,-0.46375207290000003,0.3467233829,-0.4182669867,0.7647240694,1.0598592221,,,,,,,,,ds1_2,,True,False,38.8846737481,,40.6929691452,
SCO5049,-0.1633204774,-0.6618005985000001,0.6633190592,-0.25494664,-2.0305537933,0.1809969702,1.5245461169999999,0.7417593628,,,,,,,,,ds1_2,,True,False,35.7359635812,,13.3915022762,
SCO5051,-0.7418561570000001,-2.0383334874,0.5264539678,0.3102282992,-0.19754782680000002,-0.1205355456,1.5248133549,0.7367773949,,,,,,,,,ds1_2,,True,False,64.339908953,,33.6494688923,
SCO5052,0.9652546465,-1.0792294971,-0.18121113,-0.7565165660000001,-1.0497611474,-0.5087950736,1.8202973472,0.7899614205000001,,,,,,,,,ds1_2,,True,False,79.0844714213,,2.6428932726000003,
SCO5053,-0.2218778854,-1.9701024398,1.4637058464,1.0701989145,0.2540392884,-0.0918226114,0.28721581300000004,-0.7913569258,,,,,,,,,ds1_2,,True,False,67.6656550329,,37.0131512393,
SCO5054,-2.2002479343,-0.600507797,-0.587946209,0.5281189816,0.777219569,0.6924954698,0.9432564675,0.4476114525,,,,,,,,,ds1_2,,True,False,61.1279716743,,6.0824481538,
SCO5065,0.0091184798,-2.1975905554,1.3557618122,0.7646289033,0.4312060442,-0.3308557452,0.4591761312,-0.49144507,,,,,,,,,ds1_2,,True,False,82.8780981285,,54.0085988872,
SCO5066,-0.4519055422,-1.9772227467,-0.6862073725000001,0.1941581668,0.7183454159,-0.1681129488,1.2922933387,1.0786516889,,,,,,,,,ds1_2,,True,False,43.272635306,,16.6287303996,
SCO5067,-0.993800215,-1.6471529438,1.6506574846,0.8983846299,0.2770668195,-0.5258848825,0.5923326468,-0.25160353960000004,,,,,,,,,ds1_2,,True,False,60.8877086495,,30.4248861912,
SCO5069,-1.9527384746,-0.6429260962000001,1.881301907,0.2068093275,0.007829835,0.0625197312,0.43290066,0.00430311,,,,,,,,,ds1_2,,True,False,32.2711178553,,44.157814871,
SCO5071,-0.2796689417,-0.8005276702,0.9106412367000001,-0.4764768438,0.4180628943,-1.8718654862,1.4630354207,0.6367993902,,,,,,,,,ds1_2,,True,False,21.8259989884,,8.1057157309,
SCO5072,-0.11090541300000001,-2.4685016357,0.6103866997,-0.033157389100000004,0.21680986500000002,1.0527395111,0.5864154919,0.1462128701,,,,,,,,,ds1_2,,True,False,19.2969145169,,26.062215478,
SCO5075,-1.615768509,-0.9651851944000001,0.4750288969,1.0929039503,0.5885947643,1.368421211,-0.040121206400000005,-0.9038739127000001,,,,,,,,,ds1_2,,True,False,97.6353060192,,2.1117855336,
SCO5083,-1.5012938257,-0.8243669293,-0.0256558156,0.5750903279,1.2744211436000001,1.4341277080000001,0.09046453530000001,-1.0227871441,,,,,,,,,ds1_2,,True,False,99.1021750126,,2.301466869,
SCO5089,-0.6945014539000001,-0.7883429191,-0.8874147215,0.315009113,1.6268404229,1.6264092314,-0.5951797717,-0.6028199011,,,,,,,,,ds1_2,,True,False,54.6788062721,,0.8345978756,
SCO5105,-0.535628783,-1.2444608833,-0.8538400641,-1.2480606888,0.6920263714,1.074603618,0.9999209287,1.1154395011,,,,,,,,,ds1_2,,True,False,53.4016186141,,53.7809812848,
SCO5106,-0.5373135902,-0.7983238238,-1.1880979149,-0.0762897495,0.5317255922,2.2861364931,-0.3576128395,0.1397758326,,,,,,,,,ds1_2,,True,False,34.9645928174,,29.2994436014,
SCO5107,-0.8083295331,-2.2881418419,0.1505960835,0.5866275658,0.6138681739,0.6715745497000001,0.949106391,0.12469861110000001,,,,,,,,,ds1_2,,True,False,59.7496206373,,57.1573090541,
SCO5108,-0.12824514650000002,-1.7361328296,-1.1798903447,-0.46471774320000003,0.5306877942,1.189074732,0.7141907516,1.0750327862,,,,,,,,,ds1_2,,True,False,38.0247850278,,25.4046535154,
SCO5110,-1.3498100491,-1.757316188,0.9560715602000001,-0.0504822367,1.1189389140000001,-0.0818423415,0.9261302216,0.2383101193,,,,,,,,,ds1_2,,True,False,59.5346484573,,55.5386949924,
SCO5117,-0.8817937324,-1.5076375,0.2501003724,-0.7580038154000001,0.9219583308,-0.42193853680000004,1.6518408412,0.7454740402000001,,,,,,,,,ds1_2,,True,False,37.4936772888,,26.6691957511,
SCO5118,0.0419299753,-1.5804117803,0.8533273146,-0.5984713650000001,-1.1153398521,1.2551853034,1.257679916,-0.1138995119,,,,,,,,,ds1_2,,True,False,34.1805766313,,17.4886191199,
SCO5119,-0.3358280926,-2.0375034277,-0.5020127248,0.9030550732,-0.2144366056,0.6990491286,1.4604380681,0.0272385809,,,,,,,,,ds1_2,,True,False,48.1537683359,,19.5877592312,
SCO5120,-0.254333929,-0.9959045027000001,0.13963239700000002,-0.8666815664,-1.4166527792,0.7409344389,1.5475743705,1.105431571,,,,,,,,,ds1_2,,True,False,15.1112797167,,21.9777440567,
SCO5143,-2.0861435297,-0.18664232320000002,-0.6417330993,1.4901435662,0.2490081198,-0.1350480754,0.5103225647,0.8000927769,,,,,,,,,ds1_2,,True,False,38.0500758725,,62.4178047547,
SCO5157,-1.9200391235,-1.0544771414,-0.4950925101,1.116894286,0.2078602418,0.5694205644,0.5635327886,1.0119008942,,,,,,,,,ds1_2,,True,False,66.4137582195,,78.5786545271,
SCO5159,-0.3950034812,-1.9708312568,0.638006123,-0.3295290265,-0.6661389333000001,0.3370139092,1.3332163396,1.0532663258,,,,,,,,,ds1_2,,True,False,59.5852301467,,32.7010622155,
SCO5179,-0.6956601123,-0.9517601914,-1.2184795921,-0.631201785,-0.2311539379,1.0800620107,1.3057862384,1.3424073696,,,,,,,,,ds1_2,,True,False,35.8244815377,,86.9878603945,
SCO5183,0.2139294888,-1.1593062151,2.165712549,-0.9057624558,-0.5447477492,-0.6242162741,0.582338872,0.2720517844,,,,,,,,,ds1_2,,True,False,16.9069296915,,73.8366211431,
SCO5184,-0.1876099964,-2.4689750368,0.6009348366,0.0023013364,0.3949534465,0.0187119995,0.8799148713,0.7597685428000001,,,,,,,,,ds1_2,,True,False,25.177035913,,77.7187658068,
SCO5188,-0.5852826861,-1.6268264794,-0.47137665500000003,2.0980417044,0.6023293604000001,-0.1272435375,0.0249815778,0.0853767154,,,,,,,,,ds1_2,,True,False,34.3955488113,,80.2225594335,
SCO5193,-1.0917182745,-1.5335146026,-1.1143449961,1.084531704,0.5025029910000001,0.86185629,0.9695875985,0.3210992896,,,,,,,,,ds1_2,,True,False,28.4901365706,,56.727364694,
SCO5205,0.4038544967,-1.3268986932,-0.8834257018,-0.141321691,-1.3102847722,1.0097765251,1.2013111799,1.0469886565,,,,,,,,,ds1_2,,True,False,12.6833586242,,83.8265048053,
SCO5207,-0.9392610610000001,-0.7308679572,-1.6785058541,1.0156957092,1.4513697561,0.629642043,0.4421472068,-0.1902198428,,,,,,,,,ds1_2,,True,False,65.7814871017,,18.5761254426,
SCO5233,-0.9740704398000001,-1.0059242524,-1.473733571,-0.26586661170000003,0.7249378809,0.5668389547,1.2508950675000001,1.1769229719,,,,,,,,,ds1_2,,True,False,47.8249873546,,20.0809307031,
SCO5235,-0.1636849789,-1.9563644407,0.831531189,1.6721323141000002,0.0787905012,-0.3022027235,0.44335301250000003,-0.6035548738000001,,,,,,,,,ds1_2,,True,False,50.4046535154,,34.8634294385,
SCO5240,-1.8909966091000001,-1.0724848532,-0.2527353486,-0.1704712341,1.1215020988,1.0967727862,0.7215024424,0.4469107175,,,,,,,,,ds1_2,,True,False,76.2898330804,,97.8123419322,
SCO5246,-1.0294615202,-1.263374655,2.0318928305,-0.4895289016,-0.49921580530000004,0.7759898541,0.3152543731,0.1584438243,,,,,,,,,ds1_2,,True,False,1.6312594841,,62.923621649,
SCO5247,-0.6474118206,-1.0660183275,-0.8124486242000001,0.5170165935000001,2.2039303849,0.2900088522,0.2360112504,-0.7210883088000001,,,,,,,,,ds1_2,,True,False,45.9028831563,,43.449671219,
SCO5248,-0.33693131,-0.8473059743,-1.1699387288,-1.0404064836,1.7569540407000002,1.2051660001,0.42180739500000003,0.0106550609,,,,,,,,,ds1_2,,True,False,88.8846737481,,56.4112291351,
SCO5250,-1.2042319685,-1.1917319451,-0.5450160008,1.5440911884,1.5389726468,0.1588450618,-0.081934897,-0.2189940856,,,,,,,,,ds1_2,,True,False,90.7309054122,,61.722306525,
SCO5268,-0.9739891891,-0.6902836236000001,-1.5692094151,-0.5075448057,1.1083636851,1.3255501406,0.7401821127,0.5669310951000001,,,,,,,,,ds1_2,,True,False,87.5316135559,,32.3849266566,
SCO5269,-0.859767358,-1.9054411701,-0.8757345609,0.3915614016,0.6969254167000001,0.9382696611,0.9502863329000001,0.6639002767000001,,,,,,,,,ds1_2,,True,False,92.0080930703,,67.7162367223,
SCO5270,-1.5328381203,-1.0847365194,-0.9001755832,0.9219396303,1.0615191285,0.8063509772,0.9850546915,-0.2571142047,,,,,,,,,ds1_2,,True,False,16.552857865500002,,66.7551846232,
SCO5271,-0.2750124879,-1.9788871756000002,0.1631416022,1.5782697081000001,0.6579330196000001,0.2431405378,0.48516704120000004,-0.8737522456,,,,,,,,,ds1_2,,True,False,35.5589276682,,72.7491148204,
SCO5273,-0.0718861187,-2.3329007767,-0.4193032537,0.3544325608,0.7317692091,0.9341613802000001,0.9116852769,-0.10795827790000001,,,,,,,,,ds1_2,,True,False,51.4921598381,,63.985837127,
SCO5274,0.0573133799,-2.1397975607,0.584086332,0.8684529635,1.0955226044,0.6779373765000001,-0.5045566083,-0.6389584873,,,,,,,,,ds1_2,,True,False,54.7926150733,,40.0986342944,
SCO5277,-0.5155509701000001,-2.1481887736,-0.5323008548,-0.0674842291,0.9690261330000001,0.7740364429000001,1.0224782214,0.4979840303,,,,,,,,,ds1_2,,True,False,34.1679312089,,35.7233181588,
SCO5279,-0.22796582370000001,-2.3745539029,0.5809829894,0.6588614581000001,1.0251226348,0.2872639734,0.4741567008,-0.4238680299,,,,,,,,,ds1_2,,True,False,48.406676783,,34.8002023268,
SCO5280,-0.052972456200000004,-2.5120443288,0.6021475472000001,0.4070078803,0.1795971016,0.2091801026,1.0316134889,0.1354706644,,,,,,,,,ds1_2,,True,False,69.5751138088,,65.5665149216,
