"gene","ds1_PM","ds1_MM","ds1_BN","ds1_SN","ds1_PMN","ds2_PM","ds2_MM","ds2_BN","ds2_SN","ds2_PMN","ds1_cluster","ds2_cluster","ds1_var","ds2_var","ds1_median","ds2_median"
"ENSG00000138185",-1.1469841786,-0.1710152783,-0.7662840084,0.3728618565,1.7114216088,1.3060371708,-1.074654228,-1.2594814279,0.4031472945,0.6249511906,"ds1_2","ds2_3",75.3107834634,36.2243422955,84.6487424111,39.3755420642
"ENSG00000138496",-0.8218827866,-0.7521104929,-0.7381264932,0.6359354541,1.6761843186,0.8311758895,0.6385149337,-0.1930475968,0.5964392911,-1.8730825175,"ds1_2","ds2_3",81.9022838971,82.2492049725,27.4934952298,38.1034981208
"ENSG00000138757",-0.4376914707,-0.8617577573,-0.083472858,-0.5540499523,1.9369720382,1.1841545808,0.4395541548,0.1049099301,0.1102425474,-1.8388612131,"ds1_2","ds2_3",43.4807747904,77.2188493784,63.8334778838,50.1300954033
"ENSG00000138767",-0.7563380179,-0.8980450012,0.2994794483,-0.465766959,1.8206705299,1.3407467279,0.9670031536,-1.0793741227,-0.1971740227,-1.0312017361,"ds1_2","ds2_3",34.0560855739,48.2798496675,54.119687771,2.7175484244
"ENSG00000138768",-0.9301482042,-1.1680225008,1.551359352,-0.0539554307,0.6007667837,1.817811477,0.0050027613,-0.5086571421,-0.1216815545,-1.1924755418,"ds1_2","ds2_3",1.5611448395,17.5773344897,37.2940156114,84.3885516045
"ENSG00000138801",-0.5364349311,0.7488886259,-0.6302364418,-1.1451644242,1.5629471712,1.0939383208,0.7564974239,0.5175863086,-0.9017427244,-1.4662793289,"ds1_2","ds2_3",30.1243133854,77.710320902,42.8736629084,65.9728245158
"ENSG00000139083",-0.3015932681,-1.0597783153,-0.8215441043,0.4879612582,1.6949544296,1.664793316,0.567826966,-0.3607613947,-0.8264782656,-1.0453806217,"ds1_2","ds2_3",52.7030933796,95.9814975426,40.531945649,12.6047990749
"ENSG00000139218",-0.9788022821,-0.5265408314,-0.6342832908,0.3372202122,1.802406192,1.8454838268,-0.2623770936,-0.2444411595,-0.1356739698,-1.202991604,"ds1_2","ds2_3",76.6984677653,35.5015900549,79.9942179821,17.4327840416
"ENSG00000139613",0.7452742277,-0.0871621919,-1.4868711302,-0.5558684886,1.3846275829,0.8677636384,1.1266946391,0.3752153203,-1.0642498141,-1.3054237837,"ds1_2","ds2_3",27.5802254987,49.0315119977,55.5073720729,78.4041630529
"ENSG00000139644",-1.1300526162,-0.6633955312,-0.2753390996,0.3039364047,1.7648508424,0.8139188434,-1.5202617967,1.3222056541,-0.5182512984,-0.0976114024,"ds1_2","ds2_3",89.3321769297,81.2373518358,95.2298352125,14.8597860653
"ENSG00000140259",-0.6469232659,-0.8420439304,-0.3272672446,-0.1204727576,1.9367071985,1.2081080401,0.9558450926,0.1176449434,-1.2120377187,-1.0695603574,"ds1_2","ds2_3",13.356461405,69.1240242845,22.7233304423,20.2948829141
"ENSG00000140563",-0.8571835454,-0.7674506738,-0.6885938906,0.6434950908,1.669733019,1.4068527,0.7193084439,0.0524134591,-0.836779854,-1.3417947489,"ds1_2","ds2_3",88.9274356751,14.9465163342,77.4212200058,4.9436253252
"ENSG00000140694",-1.0093075616,-0.8654962365,-0.4907637857,0.8718091782,1.4937584056,1.9406455673,-0.1972858209,-0.5047960125,-0.3250591528,-0.9135045811,"ds1_2","ds2_3",36.9181844464,45.0708297196,38.1902283897,1.7635154669
"ENSG00000140829",-1.0183970481,-0.3554351386,0.4740781373,-0.8164176803,1.7161717297,0.9868797551,0.2954704454,0.442600663,0.1993961418,-1.9243470053,"ds1_2","ds2_3",17.2882335935,78.4908933218,44.6660884649,31.1072564325
"ENSG00000140983",-1.3577210193,-0.5802208856,0.7610042494,-0.2913660338,1.4683036894,0.7266249544,0.828701773,0.8618689508,-1.4545998566,-0.9625958217,"ds1_2","ds2_3",40.7054061868,51.8068806013,50.6215669269,37.9878577624
"ENSG00000141378",1.0827661085,-1.0006416453,-1.2336619361,0.0094681081,1.1420693649,1.4975376322,0.8788271628,-0.5429346405,-0.8476760725,-0.9857540821,"ds1_2","ds2_3",8.7308470656,88.8407054062,8.9621277826,5.0014455045
"ENSG00000141401",-0.8260091319,-0.9203287842,-0.4180340748,0.3916433473,1.7727286436,1.2491683544,0.5314102804,-1.38314791,0.5645368255,-0.9619675503,"ds1_2","ds2_3",71.9572130674,16.1318300087,70.9742700202,70.2515177797
"ENSG00000141543",-0.2037849516,-0.695877684,-0.8711833143,-0.1507521758,1.9215981257,1.3299316609,0.7104235235,0.247503769,-0.9887315645,-1.2991273888,"ds1_2","ds2_3",52.1248915872,19.7455912113,56.6059554785,85.7473258167
"ENSG00000141867",-0.8669643167,-0.7152322989,-0.5754556933,0.3446822196,1.8129700893,0.7814544574,0.6843229588,-0.364794534,0.7108321322,-1.8118150145,"ds1_2","ds2_3",52.3272622145,70.5117085863,31.5987279561,45.2442902573
"ENSG00000142186",-0.7402988872,-0.6801896741,-0.5613265413,0.0661328413,1.9156822613,0.8236302709,1.1763825944,0.1779039355,-1.6058948388,-0.572021962,"ds1_2","ds2_3",66.2041052327,66.5510263082,32.899681989,13.9346631975
"ENSG00000142208",-0.4921772451,-0.8896369884,-0.8418992225,0.4853335757,1.7383798802,1.7318462018,0.3429974657,-0.5276253535,-1.2251236653,-0.3220946488,"ds1_2","ds2_3",81.5553628216,37.7565770454,61.8386816999,35.1257588899
"ENSG00000143149",-0.694530438,-0.8639325671,-0.6663763401,0.4596427168,1.7651966283,1.2559509358,-0.5547448644,-1.6348194583,0.4102658092,0.5233475776,"ds1_2","ds2_3",46.8632552761,3.0355594102,26.7707429893,72.7956056664
"ENSG00000143353",-0.9521183572,-0.7542687088,-0.7356523763,1.2491854041,1.1928540381,1.2992359735,0.2636714955,-1.2599140296,-1.0484853911,0.7454919517,"ds1_2","ds2_3",33.2755131541,64.4405897658,26.2214512865,31.7721884938
"ENSG00000143368",0.0124639658,0.433170248,-0.9001664195,-1.1689088217,1.6234410275,1.3148460373,0.0363777497,0.4580592066,-1.748230806,-0.0610521877,"ds1_2","ds2_3",6.0422087308,38.7973402718,32.5527609136,21.220005782
"ENSG00000143418",-0.7098983589,-0.9383706058,-0.6659274676,0.6599599201,1.6542365121,1.8069874894,0.2820358169,-0.358235832,-0.9860305043,-0.7447569699,"ds1_2","ds2_3",67.4472390864,67.6206996242,74.7614917606,5.2327262215
"ENSG00000143442",-1.7846653602,-0.3601032839,0.986624144,0.7226317049,0.4355127952,1.2783097154,0.7364283011,0.2111801972,-1.5013175791,-0.7246006347,"ds1_2","ds2_3",9.4535993062,51.2286788089,48.3087597572,20.0636021972
"ENSG00000143569",-0.2609601071,-0.5769335547,-0.9345120788,-0.1518297919,1.9242355326,1.3572076631,-0.0505747489,-0.1735515839,-1.6808504854,0.5477691551,"ds1_2","ds2_3",41.2836079792,65.3657126337,62.9661751951,20.7285342585
"ENSG00000143614",-0.9226285621,-0.7362030917,-0.5655138125,0.4745602743,1.749785192,1.5088955217,-0.11864166,-1.5331070922,0.4888817519,-0.3460285214,"ds1_2","ds2_3",23.6773633998,64.2093090489,13.3853714947,1.7056952877
"ENSG00000143624",-0.7369757999,-0.8834460869,-0.7263309953,0.728849489,1.6179033932,0.9471002944,0.6477718159,0.7765881487,-0.8194026298,-1.5520576292,"ds1_2","ds2_3",30.4712344608,44.0878866724,36.947094536,46.487424111
"ENSG00000143669",-0.558576523,-1.0286918757,-0.8077860458,0.9639420118,1.4311124327,1.6577746001,-0.6064707871,-0.6139441314,-1.05874157,0.6213818883,"ds1_2","ds2_3",89.7369181844,18.5891876265,92.1653657126,50.8817577334
"ENSG00000143891",-1.5167608868,-0.2430629332,0.6792560485,1.4333557443,-0.3527879727,0.1869880835,0.0360243835,-1.0929082203,1.7370481054,-0.8671523521,"ds1_2","ds2_3",3.8450419196,23.2726221451,7.8057241977,16.6811217115
"ENSG00000144021",-0.1628979294,-0.9311256545,-0.6317566412,-0.1902466625,1.9160268876,1.2432823655,1.0505405018,-0.1340882139,-1.0656006188,-1.0941340347,"ds1_2","ds2_3",11.7085862966,51.2864989881,45.0130095403,43.6253252385
"ENSG00000144224",-0.949386779,-0.6796158652,-0.485235093,0.2934653742,1.8207723631,1.3629921352,0.4585580356,-1.1119332098,-1.2044564631,0.494839502,"ds1_2","ds2_3",71.6392020815,48.9447817288,68.8927435675,21.4801965886
"ENSG00000144567",-1.378541077,-0.7784639722,0.2044001985,0.4540448018,1.4985600488,1.3237914728,1.0192793402,-0.7610274599,-1.225793101,-0.356250252,"ds1_2","ds2_3",61.5206707141,68.8349233883,74.0965596993,7.7768141081
"ENSG00000144744",-1.5146684318,-0.5175647743,-0.0151577979,1.4370788143,0.6103121897,1.8319765378,0.2925098337,-0.6553099332,-0.8921146454,-0.5770617929,"ds1_2","ds2_3",60.3642671292,19.5721306736,66.1173749639,49.1471523562
"ENSG00000145216",-1.3139227245,-0.471933158,-0.0600637452,0.1033352415,1.7425843862,0.5710669085,0.9240352667,0.671214202,-1.7983678026,-0.3679485746,"ds1_2","ds2_3",12.2289679098,44.7817288234,56.6637756577,16.7100318011
"ENSG00000146247",-0.9175564096,-0.751741881,-0.7089480873,0.8269498379,1.5512965399,1.5036969434,-0.2558384899,-0.6166578261,-1.3388227184,0.707622091,"ds1_2","ds2_3",44.4348077479,44.810638913,51.8068806013,4.3654235328
"ENSG00000146425",-1.5249573119,-0.7515439634,0.65684927,1.2379612589,0.3816907463,0.3288856249,1.4532409152,-0.5120041529,-1.5600399491,0.289917562,"ds1_2","ds2_3",81.8155536282,44.2613472102,84.4463717838,30.5001445504
"ENSG00000146457",-1.8607195374,0.3955128373,0.2404529554,0.0769032934,1.1478504513,1.119802764,0.7972621902,0.2891694078,-0.5585711347,-1.6476632274,"ds1_2","ds2_3",75.1951431049,89.8525585429,88.7250650477,64.7875108413
"ENSG00000147475",0.2515910638,-1.0720774755,0.1554094525,-0.9982575311,1.6633344903,1.5768312463,0.4656150577,0.0907943102,-1.147874454,-0.9853661602,"ds1_2","ds2_3",13.2697311362,42.440011564,41.832899682,73.9230991616
"ENSG00000147526",-0.852332992,-0.9105689765,-0.5449653934,0.6618567309,1.6460106311,1.2198805504,0.5928241714,-0.6000407078,-1.6224828541,0.4098188401,"ds1_2","ds2_3",77.7970511709,67.1292281006,76.2359063313,22.0294882914
"ENSG00000149131",-0.6653447479,-0.6840142807,-0.6646814206,0.1071702443,1.9068702049,1.2717829749,-1.4043573541,-0.4475849239,1.0117872842,-0.4316279811,"ds1_2","ds2_3",14.8019658861,34.5186470078,1.1274934952,5.7964729691
"ENSG00000149182",-0.0901696212,0.3595767472,0.1333196729,-1.744688613,1.3419618141,1.5676790701,-0.0033860954,0.0438945985,-0.0143753252,-1.593812248,"ds1_2","ds2_3",29.0546400694,51.7779705117,67.5339693553,21.8849378433
"ENSG00000149499",-1.090820244,-0.6131011584,-0.1061995452,-0.0395746142,1.8496955618,0.1429004204,1.3726015306,-1.6280002046,-0.4121694431,0.5246676967,"ds1_2","ds2_3",11.910956924,41.0523272622,35.0968488002,15.2356172304
"ENSG00000149532",-0.7496940991,-0.8230867034,-0.5845607393,0.3398492381,1.8174923037,1.5295659369,0.8517431287,-0.7018636409,-0.9663731162,-0.7130723085,"ds1_2","ds2_3",60.2775368604,42.2376409367,53.9462272333,48.5978606534
"ENSG00000150459",-1.5719368854,-0.1751278033,0.3263742491,-0.1211124964,1.541802936,0.3508788599,1.3504068014,-1.3267736458,0.5946735173,-0.9691855328,"ds1_2","ds2_3",47.5860075166,23.8508239376,76.6695576756,63.6600173461
"ENSG00000150593",0.0095244208,-0.8340878994,-0.9910020464,-0.0070895012,1.8226550262,1.5254860148,0.5892736035,0.0290194721,-1.1878906552,-0.9558884351,"ds1_2","ds2_3",84.7065625903,95.7502168257,84.1572708875,66.8401272044
"ENSG00000150961",1.1420592413,-0.9642865992,-1.2406411041,-0.0438122426,1.1066807047,1.5278102288,0.6349638848,-0.1563512415,-0.6675742152,-1.3388486569,"ds1_2","ds2_3",42.6423821914,92.599017057,31.0205261636,52.4139924834
"ENSG00000150977",-1.2408642924,-0.8367938437,-0.1926503359,0.8651843858,1.4051240862,1.6986986993,0.5003303557,-0.4140262202,-1.1156123685,-0.6693904663,"ds1_2","ds2_3",37.5831165077,54.119687771,34.7210176352,25.6432494941
"ENSG00000151092",-0.3711725505,-1.0187855405,-0.6247539457,0.1693652153,1.8453468214,1.6537400932,0.2452944007,-1.0470666176,-1.0365988857,0.1846310094,"ds1_2","ds2_3",48.2509395779,64.3827695866,57.1263370916,21.0754553339
"ENSG00000151461",-0.9346788615,-0.7292928964,-0.5480038047,0.4549189745,1.7570565881,1.0640818447,-0.3434992363,-0.3718412785,1.1580447936,-1.5067861235,"ds1_2","ds2_3",53.1367447239,66.8979473836,33.8826250361,24.9494073432
"ENSG00000151576",-1.0019256045,-0.376830954,-0.064699725,-0.4632137217,1.9066700052,1.7329939797,-1.0757642495,-0.8751201951,0.2668845607,-0.0489940958,"ds1_2","ds2_3",7.6611737496,45.5623012431,30.4134142816,1.908065915
"ENSG00000151702",-1.7390846357,-0.0398592379,-0.1626660989,0.7938714274,1.1477385451,0.6535726908,1.4541012454,0.0517143027,-1.3289722312,-0.8304160076,"ds1_2","ds2_3",70.5984388552,66.8112171148,84.9956634866,48.2509395779
"ENSG00000151923",0.2917732312,0.1248685934,-1.2848360128,-0.7641499719,1.63234416,1.6125239797,0.1471430613,-0.38343153,-1.4893928347,0.1131573237,"ds1_2","ds2_3",24.2844752819,81.1506215669,51.2575888985,30.3555941023
"ENSG00000152291",-1.7924961329,-0.1843767534,0.4158400485,0.3552940536,1.2057387843,1.0019090926,1.0217687077,0.1840437489,-1.5944102406,-0.6133113087,"ds1_2","ds2_3",64.2382191385,35.9641514889,82.5093957791,18.2133564614
"ENSG00000152422",-1.5176445261,-0.6408690449,0.023351737,1.1225291991,1.0126326349,1.0517301447,-0.3860774456,1.1854878268,-0.3660767875,-1.4850637384,"ds1_2","ds2_3",11.1303845042,60.7979184735,29.4882914137,26.5972824516
"ENSG00000152601",0.3071261494,-1.1430967329,-0.693865428,-0.2218329872,1.7516689988,1.6807829487,0.4559860325,-1.2280111475,-0.6062236384,-0.3025341954,"ds1_2","ds2_3",77.6525007228,50.3902862099,91.7317143683,45.04191963
"ENSG00000153147",-0.6888422075,-0.8140410893,-0.5835754779,0.2229800136,1.8634787611,0.9501937452,0.9964582205,0.3447946216,-0.7214852715,-1.5699613159,"ds1_2","ds2_3",38.6527898236,65.9439144261,40.8210465452,77.710320902
"ENSG00000153201",-1.5366806765,-0.2109744452,0.2458222393,1.5893443467,-0.0875114643,1.9283389526,-0.3913996364,-0.0374934059,-0.7127065118,-0.7867393984,"ds1_2","ds2_3",21.1332755132,20.8441746169,60.913558832,52.0381613183
"ENSG00000153561",-0.8998458814,-0.7133526235,-0.596833729,0.4405337294,1.7694985045,0.0573840783,1.9145661872,-0.5204417102,-0.784257549,-0.6672510063,"ds1_2","ds2_3",77.4212200058,20.0346921075,53.8884070541,1.069673316
"ENSG00000153767",-1.2066937971,-0.1096759408,0.5527606264,-0.8295516099,1.5931607215,0.5416299991,0.8776820452,-1.7526512542,-0.4693206616,0.8026598715,"ds1_2","ds2_3",1.4744145707,49.8409945071,14.2815842729,10.5232726221
"ENSG00000153774",0.747975316,-0.2422483886,-1.0911257384,-0.9361104625,1.5215092736,1.9414249741,-0.0640356973,-0.811781945,-0.5358923727,-0.5297149591,"ds1_2","ds2_3",15.6403584851,26.5394622723,32.4949407343,10.7979184735
"ENSG00000155827",-1.4155095955,-0.3368383869,-0.1665123078,0.2473438684,1.6715164218,1.1315497008,0.7794948705,0.4029545972,-1.5259945287,-0.7880046398,"ds1_2","ds2_3",25.2963284186,47.4414570685,36.0508817577,44.8684590922
"ENSG00000156587",-0.7371309532,-0.7422331242,-0.7361276043,0.4333415103,1.7821501713,0.8236754242,0.3722816402,-0.3433967342,0.9341635677,-1.786723898,"ds1_2","ds2_3",77.2477594681,61.5784908933,35.7039606823,43.740965597
"ENSG00000157020",0.7947661103,-0.6736116617,-0.9530422305,-0.7373743707,1.5692621526,1.2569904466,0.7420418427,0.1857955264,-0.6190785875,-1.5657492283,"ds1_2","ds2_3",42.1509106678,50.9684880023,53.6571263371,67.6785198034
"ENSG00000157881",-0.6781507788,-0.7559711762,-0.5872244524,0.1216102432,1.8997361641,1.4123614536,-1.6656022018,0.0468543395,-0.2189181319,0.4253045406,"ds1_2","ds2_3",40.0404741255,15.9872795606,19.3408499566,2.9199190517
"ENSG00000157916",-1.0519402602,-0.5684480772,-0.4416721549,0.2407241525,1.8213363398,1.2846917842,1.149028144,-0.6789321863,-0.9972112756,-0.7575764662,"ds1_2","ds2_3",52.3561723041,18.2133564614,68.8060132986,61.1159294594
"ENSG00000158019",-0.9399104971,-0.4367211093,-0.6550248445,0.1693734375,1.8622830134,1.6815708455,0.5097979631,-0.3075919942,-0.7944008648,-1.0893759496,"ds1_2","ds2_3",28.4186180977,9.3957791269,34.6631974559,48.5400404741
"ENSG00000158092",-0.0067725098,-1.3297136336,-0.8646161325,1.2763764985,0.9247257774,1.9940278724,-0.4845748442,-0.5860630111,-0.5597910061,-0.3635990109,"ds1_2","ds2_3",5.0303555941,26.7996530789,35.270309338,17.8664353859
"ENSG00000158545",-0.6300276521,-0.7030496775,-0.4862426514,-0.1432863034,1.9626062844,1.1293634123,0.9560160498,-0.2489543038,-0.1893900118,-1.6470351465,"ds1_2","ds2_3",25.6143394045,32.6973113617,27.2911246025,9.6559699335
"ENSG00000158864",-0.9400699818,0.208676942,-0.3249243801,-0.7774528833,1.8337703031,1.3656430793,0.8008441731,0.0018462823,-0.8169318307,-1.351401704,"ds1_2","ds2_3",7.3142526742,88.8117953166,49.1760624458,59.2078635444
"ENSG00000159140",-1.3773530405,-0.4307812957,1.19567E-05,0.103226373,1.7048960065,1.8564912498,-0.5581943918,-1.105276752,-0.0682772614,-0.1247428446,"ds1_2","ds2_3",65.2211621856,21.220005782,87.4241110147,3.7004914715
"ENSG00000159202",-0.9144343221,-0.6595507114,-0.1036331782,-0.2361005326,1.9137187443,0.9086803097,-0.5591541216,-0.3369627762,-1.375227273,1.3626638611,"ds1_2","ds2_3",11.0725643249,1.0407632264,33.5646140503,38.9418907199
"ENSG00000159256",-1.2068079272,-0.6170256324,-0.3948731423,0.5870318587,1.6316748432,1.6174858589,0.0192204616,0.4508356312,-1.0192597151,-1.0682822366,"ds1_2","ds2_3",66.8979473836,41.9774501301,63.1396357329,14.8019658861
"ENSG00000159322",-0.9570418425,0.6826188422,-0.9131110188,-0.4258437426,1.6133777617,0.8932140851,0.8252274031,0.3295097768,-1.8350056709,-0.2129455941,"ds1_2","ds2_3",37.6987568661,43.0760335357,78.4908933218,64.2093090489
"ENSG00000160075",-1.1435194754,-0.5792078755,-0.3386487543,0.2831712486,1.7782048565,1.5695269964,0.5744602345,-0.0617288032,-1.1731707254,-0.9090877024,"ds1_2","ds2_3",63.6600173461,44.2035270309,64.6140503036,19.543220584
"ENSG00000160633",-0.4123630473,-0.5842950978,-0.7732170208,-0.1931306763,1.9630058422,1.8237030307,-0.0017676501,0.0077550439,-0.9238024963,-0.9058879282,"ds1_2","ds2_3",63.7178375253,33.7091644984,56.2012142238,54.0618675918
"ENSG00000160679",-0.8266337195,0.0560947827,-0.381080302,-0.7480473286,1.8996665673,1.5576662644,0.4544016534,0.1363718676,-0.9315648819,-1.2168749035,"ds1_2","ds2_3",44.579358196,22.1740387395,56.9239664643,52.6452732003
"ENSG00000160691",-1.7364413554,1.07816052,-0.2812242117,0.8582878427,0.0812172045,1.1072184447,0.1694539254,1.0353993239,-1.1408180333,-1.1712536607,"ds1_2","ds2_3",2.8331887829,36.4845331021,40.2717548424,20.0925122868
"ENSG00000160710",-1.2336546841,-0.7548350601,-0.3160184526,0.8756013601,1.4289068368,1.5456391229,0.5136033373,0.066138907,-0.8574908042,-1.2678905629,"ds1_2","ds2_3",90.3729401561,42.8158427291,89.9103787222,31.0205261636
"ENSG00000161011",-0.8372483657,-0.7861895477,-0.4907342733,0.2808003776,1.833371809,0.8647118963,0.885384172,0.6249252437,-1.546309714,-0.828711598,"ds1_2","ds2_3",84.1861809772,55.0448106389,72.7666955768,19.7455912113
"ENSG00000161847",0.481056328,-1.2095970425,-1.0246339109,0.2770981472,1.4760764782,1.4036187539,0.5014028132,0.1133582391,-1.6127920076,-0.4055877986,"ds1_2","ds2_3",14.5128649899,64.5851402139,22.0005782018,36.7736339983
"ENSG00000162191",-1.4070977196,-0.4301973811,-0.0867164861,0.2632296566,1.6607819302,1.8077929059,-0.1685536879,-1.0802158523,-0.7156049151,0.1565815495,"ds1_2","ds2_3",49.9277247759,38.3058687482,60.2775368604,43.3940445215
"ENSG00000162231",-1.4019457834,-0.3973263479,0.1894924616,-0.074051889,1.6838315588,0.783137844,1.0147663268,0.6190891265,-1.0461008778,-1.3708924196,"ds1_2","ds2_3",55.1315409078,63.9780283319,71.523561723,44.6082682856
"ENSG00000162298",-0.9426629623,-0.8741179126,0.2435436164,-0.2259161073,1.7991533658,1.1024123386,0.5306933832,0.7371453366,-1.4595551936,-0.9106958648,"ds1_2","ds2_3",10.841283608,68.9216536571,29.5172015033,21.5669268575
"ENSG00000162300",-0.8611744216,-0.7384220882,-0.2279534055,-0.084017439,1.9115673543,0.4202159777,1.6297652426,-0.7756319374,-0.0232952411,-1.2510540418,"ds1_2","ds2_3",52.6452732003,34.200636022,46.1694131252,2.3706273489
"ENSG00000162511",-1.1904509196,-0.6345583966,-0.4451114236,0.6848859686,1.5852347712,1.2895647749,0.4246502531,-0.9164917472,-1.398500704,0.6007774232,"ds1_2","ds2_3",95.7213067361,75.2818733738,97.6004625614,29.4304712345
"ENSG00000162736",-1.1959203917,-0.6274674302,-0.1358782131,0.1927929911,1.7664730439,1.4440411161,-0.5135322047,0.0740258819,0.5323835163,-1.5369183095,"ds1_2","ds2_3",64.4405897658,14.888696155,61.0581092801,66.0884648742
"ENSG00000162923",-0.9224991364,-0.8229849153,-0.536313149,0.6020293461,1.6797678546,1.9123322389,0.0451060741,-0.4473567469,-0.7370182508,-0.7730633151,"ds1_2","ds2_3",85.2558542931,41.3414281584,70.3671581382,33.8248048569
"ENSG00000162961",-1.3878322312,-0.4069069151,0.1648657552,1.6961075382,-0.066234147,1.2047926164,1.0828260551,-0.4691185467,-1.4104580646,-0.4080420602,"ds1_2","ds2_3",22.6655102631,75.7155247181,44.7817288234,51.1708586297
"ENSG00000163050",-0.1922959566,-1.0328550453,-0.8077131151,0.2491107487,1.7837533683,1.8718001847,-0.2238795872,-1.1486022166,-0.2835378278,-0.2157805531,"ds1_2","ds2_3",51.5177797051,54.0040474125,36.8603642671,2.0815264527
"ENSG00000163166",-0.673506351,-0.6634948666,-0.6656112006,0.0908400543,1.9117723639,1.1695577306,0.9506634292,0.1980544841,-1.1903403829,-1.1279352611,"ds1_2","ds2_3",17.172593235,66.4642960393,43.6253252385,34.5475570974
"ENSG00000163510",-1.8807902654,0.3549073058,0.8666826755,-0.0995020687,0.7587023528,0.9701627133,1.0283371582,0.3594397788,-1.3936444007,-0.9642952497,"ds1_2","ds2_3",12.4313385371,84.1572708875,37.2361954322,33.2176929748
"ENSG00000163636",-1.3091519019,-0.5735476152,-0.3007177448,0.6002425594,1.5831747025,1.9653342051,-0.5060967397,-0.8242983542,-0.3055125931,-0.3294265181,"ds1_2","ds2_3",30.2688638335,3.209019948,63.5443769876,79.7918473547
"ENSG00000163840",-0.7315264912,-0.7764808175,-0.744389105,0.5052366175,1.7471597962,0.9370798475,-0.3364036564,-1.8102627665,0.6123037457,0.5972828297,"ds1_2","ds2_3",65.6259034403,62.445793582,25.4697889563,29.8063023995
"ENSG00000163902",0.6911729452,-0.9027367655,-1.2010236001,-0.0896921546,1.502279575,1.4088300889,0.8231546325,-0.096283461,-0.9133614888,-1.2223397717,"ds1_2","ds2_3",70.8008094825,74.2700202371,81.1217114773,95.4032957502
"ENSG00000163960",-1.0694953399,-0.7657209765,-0.3881303605,0.5426519397,1.6806947372,0.3013914762,1.6064006606,-0.537072158,0.0565149876,-1.4272349663,"ds1_2","ds2_3",36.3978028332,13.3853714947,29.4593813241,13.9057531078
"ENSG00000164190",-0.9696041911,-0.7025446852,-0.5070316098,0.4059222574,1.7732582287,1.2569934244,0.7655958148,-0.0930477114,-1.6588915923,-0.2706499355,"ds1_2","ds2_3",75.5131540908,23.7930037583,66.8401272044,41.832899682
"ENSG00000164754",-1.3317446404,-0.6174991066,-0.3326599292,0.8850746761,1.396829,0.3857789027,1.5477647655,0.2373558222,-1.2318375591,-0.9390619312,"ds1_2","ds2_3",74.8193119399,28.0427869326,82.2202948829,72.5065047702
"ENSG00000164944",-1.784226566,0.0051476691,0.4516824804,0.0589249548,1.2684714617,1.3209668944,0.5077579772,0.3256859164,-0.5431576141,-1.611253174,"ds1_2","ds2_3",5.724197745,59.9017056953,34.8944781729,22.7811506216
"ENSG00000164985",-0.3453913707,-1.1148646321,-0.862686183,0.8488019356,1.4741402501,1.7623320479,-0.2152861525,-0.2353331447,-1.338557176,0.0268444253,"ds1_2","ds2_3",60.30644695,30.4423243712,50.1879155825,51.835790691
"ENSG00000165119",-0.9759972956,-0.7484070523,-0.3380252016,0.2418329587,1.8205965907,1.2593286064,0.8287796787,-0.8072353026,0.1517973986,-1.4326703812,"ds1_2","ds2_3",90.2572997976,65.4524429026,95.9814975426,56.6059554785
"ENSG00000165280",-0.8260222118,-0.9272035502,-0.2659213523,0.1883582439,1.8307888705,1.9160286816,0.02057926,-0.4952299338,-0.5717383117,-0.8696396961,"ds1_2","ds2_3",77.5079502746,5.2327262215,84.6198323215,96.8198901417
"ENSG00000165487",-1.7170026148,-0.5288877881,0.5075025272,0.8266221742,0.9117657015,1.1847320124,0.7978174181,0.3052201765,-1.4972919218,-0.7904776853,"ds1_2","ds2_3",33.1887828852,27.5513154091,55.7386527898,47.2969066204
"ENSG00000165678",-1.4702487501,-0.7176036591,0.1177496466,0.746186449,1.3239163136,1.3478989182,0.8534767321,0.010539873,-1.1705710097,-1.0413445138,"ds1_2","ds2_3",57.4443480775,66.7823070252,76.640647586,36.4845331021
"ENSG00000166170",-0.2615133642,-0.4348040103,-0.471641088,-0.8013090838,1.9692675464,1.2990344804,0.2490426187,-0.6190101129,0.6390359294,-1.5681029156,"ds1_2","ds2_3",20.8441746169,30.2399537439,28.5053483666,3.3535703961
"ENSG00000166685",-1.0125160063,-0.2037439525,-0.5526995055,-0.1312008778,1.900160342,1.101885969,-0.0120366562,-1.4465948307,1.0809889963,-0.7242434783,"ds1_2","ds2_3",6.1289389997,23.5039028621,18.2711766406,9.1066782307
"ENSG00000166797",-1.0174528973,-0.49285781,-0.2057228063,1.908534105,-0.1925005914,1.7941549431,-0.3780598574,-1.2154954667,-0.3653747529,0.164775134,"ds1_2","ds2_3",10.2341717259,19.08065915,51.9225209598,30.8181555363
"ENSG00000166848",-1.341103454,-0.6057270251,-0.0305457495,0.3258929425,1.651483286,1.4164805159,0.6648724739,-0.1270602135,-1.5365000847,-0.4177926917,"ds1_2","ds2_3",50.0722752241,60.8846487424,56.4035848511,16.9991326973
"ENSG00000166889",-1.8017685557,0.1224929642,0.1350372762,0.2582833412,1.285954974,0.9083746372,-0.3005704804,1.1391859317,-0.0795236553,-1.6674664333,"ds1_2","ds2_3",29.8641225788,29.7484822203,36.7736339983,4.3365134432
