"gene","ds1_PM","ds1_MM","ds1_BN","ds1_SN","ds1_PMN","ds2_PM","ds2_MM","ds2_BN","ds2_SN","ds2_PMN","ds1_cluster","ds2_cluster","ds1_var","ds2_var","ds1_median","ds2_median"
"ENSG00000001561",-0.5938361026,1.6035506502,0.7351847428,-0.7913613515,-0.9535379388,-1.8230262328,0.5409989286,1.1375724138,0.2714646271,-0.1270097367,"ds1_1","ds2_1",72.4197745013,83.8392599017,23.9953743857,54.0040474125
"ENSG00000003400",-0.2728354736,1.7587388161,0.3596531715,-0.9248704281,-0.9206860859,-1.9081173664,0.6140947734,0.9586553814,0.2256491207,0.1097180909,"ds1_1","ds2_1",67.5050592657,37.554206418,49.8699045967,58.3694709454
"ENSG00000006451",-0.4436602177,1.3998586242,0.8792445431,-0.4783667965,-1.357076153,-1.6804340458,0.3799984819,1.0559751252,0.7881050775,-0.5436446388,"ds1_1","ds2_1",2.5151777971,36.9760046256,10.5810928014,41.370338248
"ENSG00000006534",-0.243041448,1.1222042449,1.1313395933,-0.5690177248,-1.4414846654,-1.8900940828,0.4170904843,0.9518653049,0.5859456724,-0.0648073788,"ds1_1","ds2_1",69.6444058977,32.2058398381,62.3879734027,88.089043076
"ENSG00000007237",-1.1852145474,1.3539768719,0.8220452508,-1.0410249414,0.050217366,-1.8694363547,0.5838128492,0.8482239004,0.6365677724,-0.1991681673,"ds1_1","ds2_1",68.7192830298,73.662908355,70.3960682278,41.2836079792
"ENSG00000009335",0.015020298,1.2459352901,0.9656864206,-0.9793395452,-1.2473024636,0.7105836201,0.5874119198,0.8735115507,-0.3683714283,-1.8031356623,"ds1_1","ds2_1",55.8253830587,3.9895923677,56.8950563747,40.9655969934
"ENSG00000035687",-0.6950026102,1.4429046492,0.9711342287,-0.7748038783,-0.9442323894,-1.7589825746,0.8419079729,1.0868124297,-0.0565445008,-0.1131933272,"ds1_1","ds2_1",89.4767273779,61.3183000867,69.0951141949,95.345475571
"ENSG00000047849",0.4579157935,1.0118284285,0.8703116003,-0.8018272526,-1.5382285697,0.5836068578,0.5592384419,1.2107523339,-1.4124078959,-0.9411897377,"ds1_1","ds2_1",13.2986412258,89.0430760335,17.5195143105,34.9522983521
"ENSG00000056097",-1.0569046199,0.508797397,1.4289584488,0.3322988347,-1.2131500605,0.6143867991,0.9449148017,0.7670818105,-0.696704575,-1.6296788363,"ds1_1","ds2_1",28.9100896213,17.7797051171,48.1931193987,16.3920208153
"ENSG00000057608",-0.2645586326,1.176459048,-0.2227471188,-1.621069975,0.9319166784,-0.8967614307,0.8944312246,0.7764492092,-1.5035961626,0.7294771595,"ds1_1","ds2_1",29.5750216826,1.5322347499,86.5278982365,97.6293726511
"ENSG00000064601",-1.3082587513,-0.4946772234,1.5611532018,0.6581644596,-0.4163816868,0.3896617519,1.3515263057,0.5692896579,-1.0362934652,-1.2741842502,"ds1_1","ds2_1",47.32581671,16.565481353,77.3055796473,88.0023128072
"ENSG00000065534",-0.7598017444,-0.557463818,0.6231299541,1.6666761437,-0.9725405355,-0.40126941,-0.2168764781,1.8613107247,-0.0949229296,-1.1482419071,"ds1_1","ds2_1",1.1853136745,93.3217692975,1.2720439433,21.6247470367
"ENSG00000066322",-0.8768653867,1.7668858273,-0.2031689103,-0.9884302025,0.3015786721,0.4805288567,0.8585483667,0.9349918211,-0.6022065101,-1.6718625343,"ds1_1","ds2_1",9.6270598439,48.8291413703,53.050014455,33.4200636022
"ENSG00000071859",-0.4669533099,1.1227285229,1.2795332755,-1.043550207,-0.8917582816,0.0580548285,1.4003469371,0.6352334875,-0.5775190954,-1.5161161576,"ds1_1","ds2_1",6.0711188205,61.376120266,36.9760046256,15.3512575889
"ENSG00000072958",-0.786073188,0.1885339155,1.7889554518,-0.1285646206,-1.0628515587,-1.7200600293,0.5411644324,0.3650557388,1.20820053,-0.394360672,"ds1_1","ds2_1",57.4154379879,0.9251228679,68.6325527609,83.1454177508
"ENSG00000077380",0.0485482751,0.9863672279,1.1628474478,-0.740114437,-1.4576485139,0.2327021829,-0.6618234376,0.8239825105,1.1720463797,-1.5669076354,"ds1_1","ds2_1",58.6007516623,6.9095114195,44.810638913,55.0159005493
"ENSG00000083312",-1.5540725696,0.5148373234,1.3435579317,0.3317533782,-0.6360760637,0.3532590107,0.7244382698,0.6796829479,0.2039538072,-1.9613340357,"ds1_1","ds2_1",31.4252674183,4.0185024574,64.0936686904,75.4842440012
"ENSG00000085719",-0.3884342847,1.6050618072,0.6801857407,-0.8732651585,-1.0235481047,-1.6530041998,0.752564797,1.1297179898,0.3318337012,-0.5611122882,"ds1_1","ds2_1",94.3336224342,56.2301243134,91.1246024863,98.2075744435
"ENSG00000090382",-0.2446783182,1.7229120573,0.3962258588,-0.76706482,-1.1073947779,-1.8356545049,0.5029329579,0.5466566775,1.0133744637,-0.2273095942,"ds1_1","ds2_1",99.7976293727,38.3925990171,99.9132697311,99.6819890142
"ENSG00000100300",-0.4540594472,0.835205726,1.4675575479,-0.5825308069,-1.2661730198,-1.386913615,1.0623880684,1.1854514195,-0.1372817046,-0.7236441683,"ds1_1","ds2_1",94.9696444059,32.9575021683,95.4611159295,91.8762648164
"ENSG00000101367",-1.7183265663,0.2486149777,1.3255607647,0.4022597042,-0.2581088803,-1.718538765,0.9179176344,0.9253067432,0.3500198432,-0.4747054558,"ds1_1","ds2_1",57.6756287944,12.6626192541,75.2240531946,87.3952009251
"ENSG00000101997",-0.1715499505,1.0235882531,1.2334450158,-0.7059696593,-1.3795136591,0.132340268,0.8462145565,1.1851069216,-1.5923269486,-0.5713347975,"ds1_1","ds2_1",44.6949985545,25.6143394045,25.6432494941,58.8320323793
"ENSG00000102189",0.1636336529,1.3931144868,0.6057335191,-0.6766549326,-1.4858267262,-0.6525026443,0.5107634275,0.9530501992,0.8344944157,-1.6458053981,"ds1_1","ds2_1",17.3749638624,3.9606822781,20.1214223764,61.144839549
"ENSG00000104918",-0.5649666641,1.7805297247,0.4161304875,-0.7603937851,-0.871299763,-1.8750345658,0.4692858953,0.6335183598,0.917387584,-0.1451572734,"ds1_1","ds2_1",96.7620699624,95.345475571,85.0823937554,85.5449551894
"ENSG00000105254",-1.0134129016,0.7479799494,1.4894856254,-0.1399032675,-1.0841494056,-1.8658371741,0.2748926831,0.9871034084,0.6803386217,-0.0764975391,"ds1_1","ds2_1",62.821624747,12.5758889853,61.0291991905,63.4576467187
"ENSG00000105755",0.0663724605,1.6557152249,0.3350660316,-0.9145772154,-1.1425765016,-0.2001653983,1.4875138937,0.6218008518,-0.4358385581,-1.4733107891,"ds1_1","ds2_1",70.8297195721,32.3214801966,54.8135299219,80.1387684302
"ENSG00000105851",-1.8379091217,0.2353581675,1.1022729602,0.5867039084,-0.0864259144,-1.3138795325,0.7538769067,1.351993897,0.1349834597,-0.9269747309,"ds1_1","ds2_1",74.0965596993,17.9820757444,83.665799364,53.9751373229
"ENSG00000107554",-0.1521233177,1.3771476176,0.8989772702,-1.1527517313,-0.9712498387,-0.469149806,1.1397338546,1.2630631692,-0.8771551935,-1.0564920243,"ds1_1","ds2_1",27.3489447817,58.629661752,18.8493784331,14.7730557965
"ENSG00000108639",-0.0935225932,1.5100737612,0.6834487876,-1.1893352006,-0.9106647549,0.6844116121,0.5648529304,1.1001872345,-0.8267688976,-1.5226828794,"ds1_1","ds2_1",33.6802544088,21.1621856028,57.7623590633,67.93871061
"ENSG00000111652",-1.3074916499,0.8179675143,1.3491433586,-0.8944246806,0.0348054576,0.3720092111,-0.0698082904,1.3253057458,0.1285607478,-1.7560674144,"ds1_1","ds2_1",10.378722174,43.5964151489,35.8196010408,11.1592945938
"ENSG00000112335",-0.831946282,0.9485234002,1.380550098,-0.311782645,-1.1853445712,-0.1271778598,1.0929333971,0.5398685192,0.3344810471,-1.8401051037,"ds1_1","ds2_1",88.1757733449,25.7010696733,88.8985255854,86.4411679676
"ENSG00000113163",-1.6616534594,1.0409440495,1.0318435004,-0.2609143006,-0.1502197899,-1.8597487587,0.6005406256,0.9374079035,0.5145766903,-0.1927764608,"ds1_1","ds2_1",69.1818444637,55.3339115351,73.3159872796,72.4486845909
"ENSG00000113318",0.198301835,1.3359630986,0.6284940692,-0.6112141401,-1.5515448628,-0.7135485292,1.7249825471,0.0088346469,0.1951073225,-1.2153759873,"ds1_1","ds2_1",6.2156692686,18.6470078057,23.8219138479,5.4350968488
"ENSG00000115234",-0.0139896182,1.1636827625,1.0440774569,-0.8237239403,-1.3700466609,-0.2602674463,0.9113221142,0.9904841485,0.120869899,-1.7624087153,"ds1_1","ds2_1",61.0002891009,72.0439433362,63.4287366291,28.9968198901
"ENSG00000116663",-1.6300521672,0.1165029262,1.4951890336,0.2255111065,-0.2071508991,0.0770521204,0.2143927008,0.5275832871,1.0626189383,-1.8816470465,"ds1_1","ds2_1",4.1052327262,51.7201503325,17.0280427869,38.2769586586
"ENSG00000116679",-1.5111575511,0.0423988725,1.0183123732,1.1129714743,-0.6625251689,-1.3876598607,0.8201421067,1.0915877269,0.4703851805,-0.9944551535,"ds1_1","ds2_1",98.0341139058,47.0078057242,99.1905174906,39.1731714368
"ENSG00000119862",-0.9613539541,1.7625935799,0.0287647786,-0.9734739468,0.1434695424,-1.9599307255,0.6673148308,0.7530752553,0.2883185902,0.2512220492,"ds1_1","ds2_1",59.1211332755,94.7961838682,48.1352992194,51.0841283608
"ENSG00000119929",-1.6819598338,0.4516505754,1.1268889249,-0.5364209171,0.6398412505,0.5949728377,-0.1700749784,1.3219703002,-0.0537688536,-1.693099306,"ds1_1","ds2_1",14.5995952587,8.4417461694,40.4163052905,25.5854293148
"ENSG00000124469",0.1395451009,1.697953279,0.1887450626,-0.9459432861,-1.0803001564,-0.6996810233,1.9250119051,-0.0598238136,-0.3357784552,-0.829728613,"ds1_1","ds2_1",97.9762937265,30.2977739231,98.4388551605,93.5241399248
"ENSG00000124588",-1.0499161848,-0.5677404783,0.9855101101,1.4125020122,-0.7803554592,-1.1729513164,-0.3916340006,0.7329048504,1.5533401893,-0.7216597226,"ds1_1","ds2_1",81.4975426424,39.7802833189,76.7273778549,75.0216825672
"ENSG00000125304",-1.9382892622,0.7096809333,0.8006744538,0.2720377014,0.1558961737,-0.2166560997,1.2710319207,1.0404415892,-0.8729247526,-1.2218926576,"ds1_1","ds2_1",79.6472969066,49.2917028043,91.2691529344,58.398381035
"ENSG00000125352",-0.2722834785,1.3403426903,0.9958663919,-1.0940065797,-0.9699190239,0.3788000866,1.0212883815,0.9844839696,-1.1680066564,-1.2165657813,"ds1_1","ds2_1",6.186759179,65.2500722752,26.3081815554,13.587742122
"ENSG00000125971",-0.7681494305,1.5770988332,0.708483376,-0.3916633213,-1.1257694574,0.264126996,1.430498237,0.3354153479,-0.4188341247,-1.6112064561,"ds1_1","ds2_1",56.3168545822,77.4212200058,53.5414859786,38.7395200925
"ENSG00000127445",0.3793003222,0.5285891828,1.3827676552,-1.0019353441,-1.2887218161,-0.2759997079,1.7880414977,0.2967074826,-0.8662336596,-0.9425156128,"ds1_1","ds2_1",21.7114773056,10.0318010986,40.0693842151,53.2523850824
"ENSG00000128524",-0.2058120434,1.2780352275,1.0296836282,-0.8851027771,-1.2168040351,0.5959570445,1.0102041647,0.7812141877,-0.907116157,-1.4802592399,"ds1_1","ds2_1",41.3125180688,43.8855160451,46.7476149176,54.0907776814
"ENSG00000131779",-0.2951946535,0.9878584999,1.3556501528,-0.997574635,-1.0507393642,0.6029868215,0.785550027,1.0363785201,-1.1618101813,-1.2631051872,"ds1_1","ds2_1",14.9465163342,11.6218560278,16.4209309049,46.8632552761
"ENSG00000132819",-0.9717419314,0.5831554004,1.6329711422,-0.2515131207,-0.9928714905,-0.2300554307,1.2643750725,1.0544469986,-0.878403407,-1.2103632333,"ds1_1","ds2_1",81.2373518358,30.0086730269,65.0477016479,1.6189650188
"ENSG00000133063",-0.639308909,1.8072558598,0.3723571785,-0.7799526373,-0.760351492,-1.8568226585,0.5652279802,0.8126464055,0.7178239252,-0.2388756523,"ds1_1","ds2_1",93.3217692975,98.4388551605,65.6837236195,95.8658571842
"ENSG00000133112",-0.1360501751,1.4011715661,0.8482318835,-0.8755962231,-1.2377570513,0.5204176608,1.1819756319,0.5433532591,-0.6153412512,-1.6304053006,"ds1_1","ds2_1",98.7568661463,33.6513443192,99.6819890142,88.6961549581
"ENSG00000133317",-0.4996414612,0.8775717071,1.4478765866,-0.583438392,-1.2423684405,0.0351163178,1.7669527212,0.0962904726,-0.7682258213,-1.1301336902,"ds1_1","ds2_1",62.9950852848,54.95808037,31.3674472391,13.5299219428
"ENSG00000134242",-0.6907352589,1.0712564993,1.3042003622,-0.4851407773,-1.1995808253,-0.2751755735,1.3810938707,0.9483037368,-0.9652076064,-1.0890144276,"ds1_1","ds2_1",79.5605666378,51.3154090778,73.3738074588,5.2905464007
"ENSG00000134243",-0.5570475803,1.4997101507,0.8741192453,-0.7940779178,-1.0227038979,0.3465491775,1.5030690056,0.3319839119,-0.8350863004,-1.3465157946,"ds1_1","ds2_1",83.2321480197,94.507082972,61.751951431,40.0693842151
"ENSG00000135457",-0.4521532211,0.705724221,1.564230323,-0.593866171,-1.2239351519,-0.1078452609,1.4595365439,0.7665869355,-0.9431312619,-1.1751469567,"ds1_1","ds2_1",4.2497831743,34.1428158427,14.194854004,12.1422376409
"ENSG00000136738",-0.401237902,-0.1301019441,1.4749638466,0.5773186289,-1.5209426295,-1.0670998976,0.8964162228,1.3800635587,-0.1454185155,-1.0639613684,"ds1_1","ds2_1",16.0450997398,14.3104943625,40.7921364556,18.1844463718
"ENSG00000137106",0.5689357453,0.7571393275,1.088946071,-1.1842184187,-1.230802725,-0.5876430975,1.187824333,1.1736717525,-1.2696576984,-0.5041952896,"ds1_1","ds2_1",31.3963573287,26.4816420931,43.50968488,63.6311072564
"ENSG00000138246",0.3124250787,1.5449962383,0.3217406193,-0.9526744392,-1.2264874971,-0.8867315469,1.1527417617,0.9931911287,0.1139284013,-1.3731297447,"ds1_1","ds2_1",74.1832899682,1.9369760046,78.2885226944,95.4322058398
"ENSG00000140848",-0.3446690268,1.3763742619,0.9600959134,-0.7941865659,-1.1976145827,-1.6915088248,0.8630784442,0.9752881442,0.3912876604,-0.538145424,"ds1_1","ds2_1",77.941601619,26.5105521827,71.0031801099,85.805145996
"ENSG00000141252",-1.0127449927,0.6411588218,1.594580303,-0.9807661271,-0.2422280049,-0.438020901,1.2499029526,1.1332025832,-1.1596987849,-0.7853858499,"ds1_1","ds2_1",37.785487135,30.6736050882,41.0812373518,28.9679098005
"ENSG00000142765",-0.6995202578,0.5694681042,1.629994652,-0.3002039913,-1.1997385071,-1.5495228526,0.1780918923,1.5050204444,0.3161233913,-0.4497128755,"ds1_1","ds2_1",64.4984099451,5.3483665799,70.4827984967,74.7614917606
"ENSG00000143554",0.0556748385,1.8259885624,-0.0626520224,-0.8629245301,-0.9560868485,-0.3256739542,1.384642997,0.5773971871,-1.6257924002,-0.0105738297,"ds1_1","ds2_1",27.1465741544,8.8753975137,29.7773923099,35.3570396068
"ENSG00000143753",-0.9495040996,0.5322488596,1.6254514503,-0.1333584438,-1.0748377666,0.2036058254,1.0408882667,1.0643772462,-1.3503360692,-0.9585352691,"ds1_1","ds2_1",75.6866146285,35.0679387106,77.8548713501,46.2850534837
"ENSG00000143771",0.1217910248,0.35691044,1.3941691893,-0.1747753269,-1.6980953273,-0.1088354939,1.7982896818,-0.7159347878,0.1328677784,-1.1063871785,"ds1_1","ds2_1",45.8514021393,65.8571841573,60.5088175773,37.6409366869
"ENSG00000143819",0.5086550903,1.0897822216,0.7985990133,-1.0519017368,-1.3451345883,0.2439705508,1.4556523062,0.3275024456,-0.4392463684,-1.5878789342,"ds1_1","ds2_1",9.1934084996,13.0384504192,10.1185313674,77.5946805435
"ENSG00000144320",0.1920625463,1.6793432471,0.1783575465,-0.9529721868,-1.0967911531,-1.5419449504,0.9604545795,0.9302472875,-0.7963740617,0.447617145,"ds1_1","ds2_1",62.7348944782,8.0370049147,74.2989303267,70.916449841
"ENSG00000145569",-0.1473092006,1.6392165403,0.5188036465,-0.9875710215,-1.0231399646,-1.032916177,0.5504219959,0.8706246015,0.9884765416,-1.376606962,"ds1_1","ds2_1",72.5065047702,11.3905753108,67.2159583695,78.8667244868
"ENSG00000145675",-0.1748647319,0.0908779546,1.5098191726,0.1995284799,-1.6253608752,-0.4462980955,-1.2349482922,1.2969082575,1.0639178242,-0.679579694,"ds1_1","ds2_1",33.8537149465,11.5062156693,52.5874530211,72.3330442324
"ENSG00000145779",-0.3484447879,0.9088695115,1.3801461833,-0.6063958884,-1.3341750185,-1.2235034732,0.3947859156,1.6964640467,-0.2185814825,-0.6491650066,"ds1_1","ds2_1",86.412257878,16.2185602775,86.1520670714,76.1491760624
"ENSG00000147813",-0.6498763323,1.0596248259,1.3535561783,-0.697098861,-1.0662058109,-1.6501508104,0.4492061975,1.0823374532,0.7289034243,-0.6102962646,"ds1_1","ds2_1",72.0728534258,12.0844174617,69.1818444637,93.1772188494
"ENSG00000148154",-0.2259489607,1.6334560336,0.5696038225,-0.9582553454,-1.01885555,0.0893477891,1.197268811,0.9861551684,-1.0956636851,-1.1771080833,"ds1_1","ds2_1",91.529343741,69.4420352703,89.8236484533,35.2992194276
"ENSG00000148362",0.1422891505,0.7463117896,1.3318277665,-0.8070184679,-1.4134102388,-1.4578610759,0.3585834918,1.3541975999,-0.7906778138,0.535757798,"ds1_1","ds2_1",37.9300375831,23.5617230413,34.1428158427,36.8025440879
"ENSG00000149084",-0.2915124493,1.6688053731,0.4725127501,-0.6118930097,-1.2379126643,-1.166858039,1.7012942018,0.2648604439,-0.8206303506,0.021333744,"ds1_1","ds2_1",63.5443769876,11.8820468343,55.420641804,87.0482798497
"ENSG00000149089",0.2469866917,1.5973424267,0.2702978875,-0.8590584767,-1.2555685292,-1.3395874814,1.0972475425,1.0825960134,-0.9082488966,0.0679928222,"ds1_1","ds2_1",23.590633131,10.5232726221,22.9546111593,48.9447817288
"ENSG00000149357",-1.3702738677,1.1344397947,1.1359364529,-0.1855213169,-0.714581063,-0.5581877625,1.2928573433,-0.8086709029,1.1233384503,-1.0493371282,"ds1_1","ds2_1",73.1425267418,2.8042786933,81.6999132697,79.2136455623
"ENSG00000152229",-0.6785406507,0.6757462447,1.3888742603,0.079413698,-1.4654935523,-1.0525660834,0.3296658622,1.1655302412,0.8573424076,-1.2999724276,"ds1_1","ds2_1",82.9719572131,16.8256721596,84.3018213356,79.9363978028
"ENSG00000155307",-1.3874557296,0.0716246377,1.3273560501,0.802908039,-0.8144329972,-1.7536041967,0.6193225019,0.9940229425,-0.4511162909,0.5913750432,"ds1_1","ds2_1",83.8681699913,62.5614339404,83.3477883781,39.3466319746
"ENSG00000157379",-0.8055239423,1.101825342,1.323151124,-0.6159867991,-1.0034657246,0.1456258923,0.8007713859,1.3126808458,-0.9524652088,-1.3066129152,"ds1_1","ds2_1",28.0716970223,48.5400404741,22.7811506216,37.9589476727
"ENSG00000158604",-0.3781108109,1.1809102352,1.200548758,-0.9166330978,-1.0867150845,0.0975573447,1.2758963937,0.8467228847,-0.809223562,-1.410953061,"ds1_1","ds2_1",17.7507950275,29.1413703382,49.5229835212,41.0523272622
"ENSG00000158987",-1.4202459245,0.7876336734,1.3555196976,-0.7246365091,0.0017290625,-0.2676764052,0.2879493068,1.7702001228,-1.1286130735,-0.6618599508,"ds1_1","ds2_1",44.9262792715,14.0792136456,63.7467476149,37.3807458803
"ENSG00000160746",-0.5443957062,1.7538544566,0.4573078492,-0.7120532898,-0.9547133097,-1.8713849531,0.6106269291,0.9955584789,0.3548057878,-0.0896062426,"ds1_1","ds2_1",69.2974848222,22.4631396357,52.9632841862,72.1884937843
"ENSG00000162777",-0.7939636405,1.1112985725,1.2655399334,-0.4170716508,-1.1658032147,-1.2264946399,1.2276045738,-0.1902039205,1.0780718047,-0.8889778181,"ds1_1","ds2_1",61.0291991905,18.8493784331,46.7765250072,11.2460248627
"ENSG00000163320",-1.4440410656,1.1905816964,0.2950699688,-0.860248156,0.8186375564,0.4056702224,1.0576700916,0.1745096737,0.2639036469,-1.9017536346,"ds1_1","ds2_1",28.2162474704,57.3865278982,67.0424978317,52.7030933796
"ENSG00000163743",-0.5770867265,1.1040418623,1.3195355923,-0.8906547792,-0.9558359489,-0.4619210301,-0.1088711465,1.8573432355,-1.1419965574,-0.1445545014,"ds1_1","ds2_1",47.3547267997,32.2347499277,36.3399826539,8.5573865279
"ENSG00000163931",-1.2057091886,0.9819304385,1.1321807746,0.2119999864,-1.1204020108,-1.669209042,0.0718933824,0.8866611205,1.1201441222,-0.4094895831,"ds1_1","ds2_1",90.3440300665,10.9569239665,98.9592367736,99.7398091934
"ENSG00000164466",0.0545823,0.91309712,1.2576840862,-0.8831345971,-1.3422289092,0.3879693488,0.8610371507,0.9366891152,-0.4439735317,-1.7417220829,"ds1_1","ds2_1",65.5102630818,12.0265972825,51.1997687193,60.1618965019
"ENSG00000164951",-1.5013629617,-0.0139968731,1.6191765581,0.1915989921,-0.2954157154,-1.4572641272,0.9802446274,0.2240388481,1.0839110076,-0.8309303559,"ds1_1","ds2_1",14.194854004,30.153223475,17.9531656548,8.2104654524
"ENSG00000167202",-0.7805450373,1.6274747396,0.7143827166,-0.860919888,-0.7003925309,-0.1206248075,0.9011296998,0.4398957811,0.6616521941,-1.8820528675,"ds1_1","ds2_1",56.5481352992,1.6189650188,70.5117085863,42.064180399
"ENSG00000167642",-0.700772421,1.0143473642,1.3819399264,-0.5900035385,-1.105511331,0.313130848,1.4818972425,0.436141769,-1.2310200216,-1.0001498379,"ds1_1","ds2_1",83.1743278404,62.3301532235,61.1737496386,16.5943914426
"ENSG00000169019",-0.4638737897,1.3125515777,-0.0473209479,-1.5708715235,0.7695146833,-1.1229643904,1.2306682384,1.1516188979,-0.8590449924,-0.4002777535,"ds1_1","ds2_1",3.5270309338,26.2792714657,29.6039317722,34.9233882625
"ENSG00000169499",-1.2998123161,0.2543856912,1.7306006765,-0.4322124157,-0.2529616359,-0.2329993636,0.9892957257,0.9491920381,0.0449457232,-1.7504341234,"ds1_1","ds2_1",54.4087886672,41.3125180688,69.9913269731,26.6840127204
"ENSG00000169826",-1.3165596535,0.3861042906,1.513384817,0.2818402428,-0.8647696969,-1.6104228939,0.4495213884,1.4679927806,-0.1195361199,-0.1875551553,"ds1_1","ds2_1",71.8415727089,48.0774790402,74.5302110437,10.1474414571
"ENSG00000170310",0.3155154859,0.9442579871,0.9010091461,-0.4236879568,-1.7370946623,-0.3729029873,0.5253840614,1.0370482139,0.5888645185,-1.7783938065,"ds1_1","ds2_1",50.303555941,56.8083261058,50.2168256722,44.3191673894
"ENSG00000170571",-0.5471528298,1.0331878801,1.2910954274,-0.448609096,-1.3285213817,-1.4271486917,0.6782322202,1.0170478021,0.7123722327,-0.9805035633,"ds1_1","ds2_1",97.3402717548,80.1676785198,97.5715524718,55.5073720729
"ENSG00000170759",-1.3311601423,0.6121611275,1.5041481281,-0.016688754,-0.7684603593,-1.5855028807,0.4203206327,0.7770618215,1.0969354466,-0.70881502,"ds1_1","ds2_1",62.5903440301,6.562590344,78.0283318878,85.6316854582
"ENSG00000174106",-1.0083576145,1.7544346873,0.4121687512,-0.7587392747,-0.3995065494,0.4823633668,1.1096258063,0.6285332395,-0.5290373998,-1.6914850129,"ds1_1","ds2_1",42.4689216537,36.715813819,46.6608846487,56.5770453888
"ENSG00000175806",-0.822141259,0.7712560543,1.4326134537,-0.0899148485,-1.2918134004,-1.6094335652,0.4089996207,1.3056281578,0.4632735707,-0.5684677841,"ds1_1","ds2_1",66.8401272044,25.498699046,63.0239953744,85.4004047413
"ENSG00000176438",-0.4003507456,0.6976610423,1.279700032,0.0693629462,-1.6463732749,-0.9349585915,1.3535809776,-0.248561403,0.9679243577,-1.1379853408,"ds1_1","ds2_1",22.6366001735,95.6056663776,28.7366290836,21.5380167679
"ENSG00000177628",-0.6660888902,1.0512100206,1.3193898993,-0.4932189906,-1.2112920391,-0.2934136653,1.7659109793,-0.0271035475,-1.3351308233,-0.1102629432,"ds1_1","ds2_1",75.6287944493,26.944203527,66.6666666667,37.2072853426
"ENSG00000177666",-1.7897997046,0.3640031013,1.1778341763,0.4747537397,-0.2267913126,-0.6071588246,1.377727863,0.978651564,-0.5241970768,-1.2250235256,"ds1_1","ds2_1",64.5851402139,55.189361087,79.7051170859,13.356461405
"ENSG00000179163",-0.2367992413,1.5581787555,0.6939018133,-1.0513782008,-0.9639031267,0.0490241857,0.7764458772,1.3693954646,-0.8620956133,-1.3327699141,"ds1_1","ds2_1",7.7479040185,18.9939288812,18.1266261925,44.1746169413
"ENSG00000179869",0.1056661593,1.8387924539,-0.1694385904,-0.8449688686,-0.9300511542,-0.5796410957,1.1968441554,0.5671998947,0.4586218591,-1.6430248135,"ds1_1","ds2_1",92.6568372362,67.9676206996,88.1179531657,41.1679676207
"ENSG00000181467",0.1908263025,0.7271393322,1.3098131471,-0.7691111408,-1.458667641,-0.5442170011,0.243921267,0.6204589139,1.290454307,-1.6106174868,"ds1_1","ds2_1",20.8730847066,45.417750795,29.3726510552,61.9543220584
"ENSG00000185009",-0.6116131128,1.3110210222,0.9047451033,-0.1688561127,-1.4352968999,-0.3856199519,0.5897892312,0.7903519317,0.8035571219,-1.7980783329,"ds1_1","ds2_1",17.403873952,7.63226366,33.4489736918,67.100318011
"ENSG00000185651",-0.7271146715,1.3966378119,0.9751337033,-0.4926518602,-1.1520049835,-0.3092749293,1.2598246072,1.0856004517,-0.8368170149,-1.1993331147,"ds1_1","ds2_1",38.7106100029,4.1919629951,40.3873952009,85.2269442035
"ENSG00000188761",0.2269906157,1.573175876,0.3596993431,-1.0034505857,-1.156415249,-0.7037485419,0.3237049354,0.9015950439,1.0528207814,-1.5743722189,"ds1_1","ds2_1",75.5998843596,51.1130384504,66.0884648742,54.6111592946
"ENSG00000196396",-0.3002370245,1.5693702444,0.6787969029,-1.184860353,-0.7630697698,0.4881685641,1.3157430372,0.4363946836,-0.7135911745,-1.5267151105,"ds1_1","ds2_1",17.2304134143,35.2992194276,42.440011564,72.7377854871
"ENSG00000197043",0.5367024156,1.3077849638,0.4304448297,-0.7993034393,-1.4756287697,-0.6213210275,1.1968539769,1.2375050532,-0.9636529767,-0.849385026,"ds1_1","ds2_1",83.9549002602,8.4128360798,86.4989881469,97.860653368
"ENSG00000197930",-1.2161637222,0.7316672752,1.5498062634,-0.6228403914,-0.4424694249,-0.414014017,1.5839025649,0.6195898816,-1.3039072196,-0.4855712099,"ds1_1","ds2_1",71.0031801099,21.9427580225,80.4856895056,92.8302977739
"ENSG00000198113",-0.8751553032,0.0201265086,1.8583799346,-0.1296773291,-0.8736738109,-1.2853473472,0.4456096129,1.6397686334,-0.6650139206,-0.1350169786,"ds1_1","ds2_1",7.7189939289,7.9791847355,12.7204394334,39.1442613472
"ENSG00000198682",-0.739882102,1.6666474279,0.653122496,-0.7783450595,-0.8015427624,-0.7785211605,0.557752505,1.7027637082,-0.94746548,-0.5345295726,"ds1_1","ds2_1",13.6166522116,63.6600173461,2.8910089621,9.9450708297
"ENSG00000205758",-0.3813320094,1.2812482194,1.0550847902,-0.6702786511,-1.2847223491,-0.2110000343,1.4501393139,0.0449782314,-1.6485559049,0.3644383938,"ds1_1","ds2_1",27.0309337959,33.7958947673,24.8915871639,22.6076900838
"ENSG00000213281",0.2074268099,0.9538391718,1.0747582151,-0.6752042235,-1.5608199732,-0.4244997009,1.7255006638,-1.1551664073,-0.5716176767,0.425783121,"ds1_1","ds2_1",25.4408788667,27.5224053195,30.5290546401,11.3905753108
